,municipality,total_sunshine_h,mean_sunshine_h,windspeed_mean_kmh,total_precipitation_mm,mean_precipitation_mm,windy_days,rainy_days,sunny_days,warm_days,quarter_num,quarter_ord,avg_income,people/km2,10 - 14,15 - 19,20 - 24,25 - 29,30 - 34,35 - 39,40 - 44,45 - 49,5 - 9,50 - 54,55 - 59,60 - 64,65 - 69,70 - 74,75 - 79,80 - 84,85 ou mais,Menos de 5,cinema,college,courthouse,fire_station,hospital,kindergarten,library,mall,museum,pharmacy,police,post_office,school,station,theatre,university,log_price_sqm
1397,Mação,526.7729638888889,5.725793085748792,12.031521739130437,603.5,6.559782608695652,0,63,37,0,4,13,995.0,16.0,196.0,189.0,281.0,256.0,237.0,260.0,295.0,345.0,161.0,385.0,439.0,563.0,498.0,501.0,497.0,474.0,671.0,140.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,6.0,3.0,1.0,2.0,5.0,4.0,2.0,0.0,5.6937321388027
1399,Sardoal,533.4753944444444,5.798645591787439,11.48695652173913,649.9,7.064130434782609,0,63,37,0,4,13,907.0,38.8,131.0,144.0,185.0,157.0,171.0,168.0,240.0,268.0,97.0,232.0,279.0,287.0,274.0,253.0,192.0,173.0,227.0,93.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,6.003887067106539
1400,Tomar,532.8604611111111,5.791961533816425,13.232608695652177,511.1,5.555434782608696,0,62,33,2,4,13,1113.5,103.8,1470.0,1675.0,1867.0,1696.0,1571.0,1716.0,1981.0,2425.0,1207.0,2656.0,2793.0,2919.0,2820.0,2668.0,2082.0,1762.0,2005.0,1144.0,1.0,0.0,1.0,3.0,3.0,9.0,3.0,2.0,13.0,12.0,5.0,3.0,49.0,12.0,5.0,1.0,6.71174039505618
1401,Torres Novas,530.7100416666667,5.768587409420291,10.602173913043478,478.8,5.2043478260869565,0,61,30,3,4,13,1227.9,127.4,1566.0,1710.0,1760.0,1475.0,1446.0,1854.0,2247.0,2533.0,1340.0,2397.0,2543.0,2486.0,2411.0,2288.0,1914.0,1512.0,1712.0,1206.0,1.0,0.0,3.0,4.0,4.0,28.0,4.0,1.0,19.0,14.0,4.0,3.0,47.0,9.0,4.0,2.0,6.606650186198215
1402,Vila Nova da Barquinha,537.6605555555556,5.844136473429952,11.116304347826087,408.9,4.444565217391304,0,60,31,2,4,13,1014.4,151.4,337.0,365.0,383.0,344.0,417.0,436.0,487.0,523.0,333.0,522.0,544.0,503.0,471.0,448.0,422.0,327.0,342.0,297.0,1.0,0.0,0.0,3.0,2.0,6.0,3.0,0.0,8.0,4.0,3.0,2.0,9.0,4.0,3.0,0.0,6.680854678790215
1403,Almeirim,937.9411888888887,10.195012922705311,10.084782608695653,294.1,3.196739130434783,0,64,83,6,4,13,1120.3,101.7,1155.0,1187.0,1229.0,982.0,1085.0,1249.0,1639.0,1814.0,970.0,1645.0,1491.0,1535.0,1311.0,1411.0,1183.0,889.0,958.0,857.0,1.0,3.0,2.0,3.0,3.0,13.0,5.0,2.0,7.0,10.0,6.0,5.0,28.0,2.0,6.0,1.0,6.745236349484363
1404,Alpiarça,572.8635638888888,6.226777868357488,11.48695652173913,426.6,4.636956521739131,0,60,37,3,4,13,1105.4,75.6,336.0,394.0,396.0,329.0,306.0,338.0,483.0,543.0,308.0,499.0,466.0,512.0,474.0,531.0,400.0,295.0,347.0,256.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,1.0,2.0,5.0,2.0,2.0,13.0,0.0,2.0,0.0,6.502790045915623
1405,Azambuja,587.1428194444444,6.381987167874396,11.89891304347826,365.1,3.968478260869565,0,61,37,3,4,13,1134.8,85.1,1041.0,1173.0,1181.0,1154.0,1220.0,1459.0,1720.0,1785.0,954.0,1624.0,1532.0,1412.0,1344.0,1231.0,1102.0,788.0,745.0,898.0,0.0,0.0,1.0,4.0,2.0,13.0,5.0,3.0,2.0,14.0,8.0,6.0,44.0,5.0,2.0,0.0,7.001245622069476
1406,Benavente,518.6725722222222,5.637745350241546,12.248913043478264,216.0,2.347826086956522,0,55,32,0,4,13,1278.6,60.6,1799.0,1826.0,1836.0,1741.0,1751.0,1962.0,2395.0,2646.0,1502.0,2327.0,2156.0,1946.0,1667.0,1552.0,1244.0,929.0,868.0,1448.0,1.0,0.0,0.0,4.0,0.0,14.0,3.0,2.0,4.0,8.0,5.0,2.0,29.0,3.0,2.0,0.0,7.079184394609668
1407,Cartaxo,579.6260222222222,6.300282850241546,11.68913043478261,400.5,4.353260869565218,0,64,36,2,4,13,1170.3,151.7,1100.0,1211.0,1290.0,1138.0,1184.0,1462.0,1606.0,1923.0,985.0,1809.0,1694.0,1613.0,1524.0,1399.0,1316.0,964.0,833.0,946.0,0.0,0.0,0.0,2.0,0.0,12.0,3.0,0.0,3.0,12.0,4.0,5.0,30.0,6.0,2.0,0.0,6.818924065275521
1408,Chamusca,560.9255805555556,6.097017179951691,12.972826086956522,423.6,4.604347826086957,0,61,34,3,4,13,1076.6,11.5,344.0,366.0,402.0,363.0,334.0,484.0,497.0,639.0,287.0,568.0,640.0,671.0,651.0,616.0,544.0,460.0,420.0,274.0,0.0,1.0,2.0,2.0,3.0,12.0,7.0,0.0,13.0,22.0,11.0,5.0,46.0,12.0,7.0,2.0,6.315358001522335
1409,Coruche,587.3128361111111,6.3838351751207725,11.528260869565216,433.2,4.708695652173913,0,61,39,4,4,13,1111.6,15.6,719.0,755.0,814.0,665.0,672.0,745.0,989.0,1213.0,607.0,1207.0,1257.0,1395.0,1370.0,1290.0,1044.0,1009.0,1038.0,584.0,0.0,0.0,1.0,3.0,0.0,20.0,1.0,0.0,9.0,8.0,8.0,5.0,33.0,1.0,0.0,1.0,6.715383386334681
1411,Rio Maior,562.6467277777778,6.115725301932367,13.78804347826087,438.2,4.76304347826087,0,63,36,2,4,13,1184.4,80.5,1029.0,1087.0,1211.0,1205.0,1221.0,1348.0,1476.0,1698.0,950.0,1563.0,1544.0,1433.0,1327.0,1250.0,1047.0,834.0,752.0,978.0,2.0,0.0,1.0,2.0,2.0,11.0,2.0,3.0,5.0,11.0,2.0,3.0,49.0,1.0,2.0,1.0,6.725033642166843
1412,Salvaterra de Magos,597.8218972222222,6.498064100241546,11.664130434782608,370.2,4.02391304347826,0,58,39,2,4,13,1096.6,93.7,1039.0,1164.0,1226.0,1148.0,1092.0,1240.0,1443.0,1826.0,929.0,1636.0,1569.0,1620.0,1460.0,1451.0,1202.0,945.0,988.0,885.0,1.0,0.0,0.0,2.0,0.0,9.0,2.0,0.0,4.0,4.0,3.0,2.0,17.0,2.0,0.0,0.0,7.074963197966044
1413,Santarém,573.44215,6.233066847826087,10.458695652173914,407.3,4.427173913043478,0,58,36,2,4,13,1227.7,109.2,2886.0,3134.0,3198.0,2835.0,2919.0,3283.0,4066.0,4598.0,2513.0,4412.0,4163.0,4200.0,3872.0,3670.0,3128.0,2407.0,2702.0,2349.0,1.0,14.0,3.0,9.0,3.0,36.0,8.0,2.0,12.0,21.0,10.0,6.0,81.0,5.0,9.0,1.0,6.799055862058796
1414,Amadora,595.9879166666667,6.478129528985508,12.980434782608697,504.1,5.479347826086956,0,63,38,2,4,13,1611.9,7363.6,8612.0,8373.0,9253.0,10538.0,11924.0,11788.0,12295.0,12783.0,8195.0,11422.0,10675.0,10658.0,9908.0,9816.0,8471.0,5909.0,5492.0,8995.0,1.0,3.0,1.0,5.0,7.0,45.0,8.0,10.0,3.0,69.0,17.0,12.0,108.0,9.0,10.0,2.0,7.6251071482389
1415,Cascais,610.1516611111111,6.63208327294686,14.41304347826087,529.2,5.752173913043479,0,64,39,11,4,13,1346.7,2230.2,12072.0,12388.0,11745.0,10434.0,10361.0,11659.0,15027.0,18237.0,10269.0,16596.0,15252.0,14162.0,12952.0,12637.0,10490.0,7020.0,7097.0,8828.0,2.0,3.0,3.0,6.0,7.0,61.0,6.0,29.0,17.0,58.0,19.0,15.0,171.0,11.0,6.0,5.0,8.152774052744075
1416,Lisboa,620.0514888888889,6.739690096618358,13.081521739130435,482.4,5.243478260869565,0,62,42,12,4,13,1856.3,5572.4,25428.0,25546.0,28761.0,35742.0,41034.0,37942.0,39214.0,40759.0,23918.0,36654.0,34524.0,32255.0,29933.0,29754.0,25689.0,20020.0,24089.0,26257.0,14.0,16.0,15.0,25.0,39.0,189.0,88.0,55.0,109.0,351.0,74.0,69.0,431.0,103.0,77.0,53.0,8.261526448396468
1417,Loures,609.7174305555556,6.627363375603864,14.170652173913044,456.3,4.959782608695653,0,58,39,17,4,13,1353.5,1222.3,10549.0,10584.0,11054.0,11098.0,12419.0,12964.0,14520.0,15766.0,9898.0,14017.0,12822.0,12353.0,11685.0,11568.0,9937.0,6685.0,6060.0,10440.0,2.0,1.0,1.0,15.0,6.0,121.0,12.0,23.0,11.0,87.0,18.0,25.0,190.0,12.0,14.0,3.0,7.675546002537848
1418,Mafra,597.6313194444444,6.4959926026570045,16.60326086956522,390.0,4.239130434782608,1,62,39,2,4,13,1163.4,306.4,5436.0,5459.0,4962.0,4190.0,4581.0,5602.0,7548.0,8444.0,4803.0,7030.0,5980.0,5025.0,4303.0,4058.0,3214.0,2293.0,2274.0,4147.0,1.0,0.0,1.0,3.0,1.0,28.0,4.0,4.0,9.0,23.0,7.0,6.0,64.0,13.0,4.0,1.0,7.632885505395133
1420,Oeiras,610.1516611111111,6.63208327294686,14.41304347826087,529.2,5.752173913043479,0,64,39,10,4,13,2019.9,3789.2,9008.0,9508.0,8922.0,8513.0,9370.0,10035.0,11974.0,14662.0,7958.0,12754.0,11075.0,10148.0,10058.0,10789.0,9189.0,6170.0,6226.0,7491.0,2.0,0.0,3.0,6.0,8.0,66.0,5.0,12.0,11.0,58.0,18.0,15.0,123.0,11.0,16.0,10.0,8.006700845440367
1421,Sintra,582.2726166666666,6.32905018115942,15.01304347826087,476.1,5.175,0,64,35,2,4,13,1354.7,1223.8,20640.0,21855.0,23973.0,23291.0,24661.0,23998.0,27190.0,31845.0,18201.0,30956.0,28097.0,23998.0,20538.0,18304.0,14920.0,9830.0,8843.0,19526.0,4.0,2.0,2.0,11.0,11.0,118.0,11.0,23.0,22.0,87.0,22.0,21.0,225.0,20.0,17.0,7.0,7.504391559161238
1422,Vila Franca de Xira,604.4888805555555,6.570531310386473,12.740217391304348,418.1,4.5445652173913045,0,59,36,12,4,13,1388.4,435.2,7710.0,7735.0,7576.0,7072.0,7965.0,8996.0,10975.0,12346.0,6810.0,10190.0,9197.0,8578.0,8028.0,7096.0,5217.0,3496.0,2889.0,6588.0,0.0,0.0,1.0,11.0,6.0,50.0,7.0,11.0,10.0,39.0,11.0,12.0,100.0,11.0,3.0,1.0,7.4673710669175595
1423,Alcochete,610.1155638888889,6.631690911835749,12.740217391304348,430.8,4.682608695652174,0,63,43,6,4,13,2071.7,154.4,1294.0,1266.0,1136.0,928.0,905.0,1159.0,1501.0,2069.0,1014.0,1656.0,1364.0,1126.0,916.0,912.0,774.0,522.0,457.0,824.0,1.0,0.0,1.0,2.0,2.0,21.0,4.0,9.0,7.0,17.0,5.0,4.0,34.0,7.0,3.0,0.0,7.532088143541722
1424,Almada,620.0514888888889,6.739690096618358,13.081521739130435,482.4,5.243478260869565,0,62,42,8,4,13,1260.3,2562.1,8976.0,9049.0,9654.0,9466.0,10205.0,10636.0,12262.0,14103.0,7919.0,12285.0,11852.0,11509.0,10947.0,10501.0,8924.0,6427.0,6648.0,8008.0,3.0,3.0,1.0,6.0,4.0,82.0,10.0,31.0,21.0,60.0,14.0,12.0,111.0,28.0,10.0,10.0,7.68662133494462
1425,Barreiro,630.736025,6.855826358695652,12.725,433.1,4.707608695652175,0,60,45,9,4,13,1239.1,2171.1,3822.0,4168.0,4119.0,4092.0,4322.0,4445.0,5291.0,6570.0,3274.0,5456.0,4902.0,4776.0,4717.0,5241.0,4699.0,3152.0,2543.0,3417.0,2.0,0.0,1.0,2.0,1.0,35.0,5.0,11.0,3.0,37.0,10.0,8.0,75.0,9.0,5.0,1.0,7.321188556739478
1429,Seixal,630.736025,6.855826358695652,12.725,433.1,4.707608695652175,0,60,45,12,4,13,1418.9,1783.2,9021.0,8914.0,9282.0,9056.0,9969.0,10643.0,12416.0,13705.0,8154.0,11891.0,10738.0,10532.0,10565.0,9915.0,7917.0,5125.0,4236.0,8124.0,1.0,0.0,2.0,6.0,3.0,75.0,6.0,16.0,6.0,41.0,12.0,13.0,108.0,11.0,8.0,3.0,7.473637108496206
1430,Sesimbra,655.4468611111112,7.124422403381643,18.043478260869566,403.3,4.383695652173913,5,56,45,22,4,13,1100.6,279.0,2954.0,3074.0,2962.0,2705.0,2946.0,3493.0,4230.0,4738.0,2707.0,4037.0,3644.0,3362.0,3084.0,2872.0,2338.0,1531.0,1455.0,2480.0,1.0,0.0,0.0,2.0,2.0,25.0,5.0,5.0,5.0,8.0,9.0,5.0,39.0,1.0,3.0,0.0,7.578656850594762
1431,Setúbal,618.3745027777778,6.721461986714976,13.330434782608696,391.4,4.254347826086956,0,57,42,11,4,13,1341.2,535.2,6586.0,6914.0,6692.0,6031.0,6138.0,6931.0,8432.0,10600.0,5587.0,8945.0,8066.0,7837.0,7793.0,7557.0,6232.0,3971.0,3779.0,5171.0,2.0,0.0,2.0,5.0,7.0,35.0,4.0,5.0,12.0,41.0,15.0,9.0,82.0,7.0,13.0,1.0,7.4073177104694174
1432,Alcácer do Sal,617.30985,6.709889673913043,11.14782608695652,326.6,3.5500000000000003,0,60,41,1,4,13,1126.8,7.4,485.0,535.0,489.0,445.0,455.0,554.0,682.0,839.0,375.0,689.0,714.0,921.0,897.0,849.0,699.0,510.0,550.0,368.0,1.0,0.0,2.0,3.0,0.0,9.0,2.0,0.0,6.0,8.0,8.0,5.0,27.0,4.0,2.0,0.0,7.048386408721883
1433,Grândola,656.4884194444444,7.135743689613526,13.119565217391305,272.8,2.965217391304348,0,56,50,5,4,13,1272.5,17.0,656.0,646.0,662.0,602.0,700.0,858.0,1017.0,1113.0,568.0,931.0,888.0,993.0,912.0,894.0,787.0,589.0,655.0,532.0,2.0,0.0,2.0,3.0,1.0,11.0,4.0,0.0,6.0,15.0,9.0,5.0,41.0,5.0,3.0,1.0,7.451241684987676
1434,Odemira,695.3174666666666,7.557798550724637,12.268478260869566,291.8,3.1717391304347826,1,53,57,12,4,13,1000.0,18.6,1162.0,1166.0,1517.0,2487.0,2634.0,2625.0,2565.0,2352.0,984.0,1995.0,1975.0,2108.0,1809.0,1571.0,1332.0,1145.0,1314.0,1192.0,2.0,0.0,1.0,4.0,0.0,12.0,1.0,1.0,0.0,15.0,11.0,11.0,58.0,7.0,0.0,0.0,7.29776828253138
1435,Santiago do Cacém,673.6986722222222,7.322811654589372,13.533695652173911,268.0,2.9130434782608696,1,57,54,1,4,13,1159.1,26.5,1312.0,1224.0,1168.0,1125.0,1334.0,1677.0,2010.0,2027.0,1120.0,1723.0,1805.0,2206.0,2270.0,1944.0,1572.0,1219.0,1298.0,1092.0,0.0,0.0,2.0,5.0,1.0,12.0,3.0,0.0,5.0,15.0,7.0,6.0,37.0,2.0,1.0,1.0,7.186144304522325
1436,Sines,674.9675694444444,7.336604015700482,13.181521739130435,266.3,2.894565217391305,1,53,53,8,4,13,1925.5,72.0,764.0,744.0,698.0,677.0,799.0,952.0,1153.0,1143.0,675.0,959.0,1002.0,1057.0,927.0,837.0,620.0,484.0,487.0,667.0,1.0,0.0,2.0,6.0,1.0,5.0,3.0,1.0,3.0,8.0,7.0,1.0,17.0,1.0,1.0,1.0,7.413970290190444
1437,Aljustrel,664.5202805555556,7.223046527777778,10.664130434782608,223.1,2.425,0,54,52,7,4,13,1381.7,19.4,401.0,376.0,412.0,372.0,494.0,495.0,559.0,614.0,335.0,600.0,625.0,709.0,728.0,613.0,490.0,330.0,390.0,364.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,4.0,2.0,2.0,12.0,1.0,2.0,0.0,6.489204931325317
1438,Almodôvar,673.5684,7.321395652173913,12.591304347826089,166.4,1.808695652173913,0,48,48,4,4,13,1049.8,8.6,288.0,297.0,293.0,274.0,318.0,354.0,410.0,459.0,218.0,426.0,465.0,497.0,487.0,523.0,427.0,345.0,359.0,249.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,4.0,2.0,2.0,1.0,13.0,0.0,0.0,0.0,6.361302477572996
1439,Alvito,653.1568083333333,7.099530525362319,4.233695652173913,466.8,5.073913043478261,0,40,50,0,4,13,1148.6,8.5,96.0,124.0,125.0,79.0,115.0,139.0,151.0,137.0,99.0,150.0,144.0,178.0,156.0,135.0,133.0,95.0,112.0,95.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,4.0,2.0,0.0,0.0,6.489204931325317
1440,Beja,655.8429083333333,7.1287272644927535,10.755434782608695,253.0,2.75,0,52,49,0,4,13,1227.8,29.3,1706.0,1818.0,1768.0,1652.0,1696.0,1943.0,2383.0,2592.0,1564.0,2370.0,2456.0,2314.0,2047.0,1820.0,1512.0,1150.0,1288.0,1538.0,2.0,0.0,1.0,2.0,1.0,8.0,3.0,3.0,13.0,12.0,6.0,3.0,42.0,3.0,2.0,2.0,6.732210706467206
1441,Castro Verde,671.5106499999999,7.2990288043478255,11.629347826086958,205.4,2.232608695652174,0,52,50,2,4,13,2075.0,12.2,288.0,324.0,358.0,314.0,318.0,399.0,444.0,486.0,278.0,485.0,568.0,540.0,498.0,427.0,309.0,321.0,324.0,276.0,2.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,2.0,4.0,2.0,2.0,21.0,1.0,1.0,0.0,6.450470422144176
1442,Cuba,886.0308583333333,9.630770199275362,12.802173913043475,128.8,1.4,0,66,86,20,4,13,1101.1,25.8,215.0,224.0,244.0,207.0,225.0,261.0,321.0,310.0,183.0,298.0,318.0,344.0,261.0,227.0,249.0,162.0,218.0,181.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,4.0,2.0,3.0,2.0,9.0,2.0,1.0,0.0,6.363028103540465
1444,Mértola,659.0706,7.163810869565218,9.730434782608697,196.6,2.13695652173913,0,49,49,5,4,13,972.0,4.8,181.0,224.0,230.0,221.0,236.0,293.0,322.0,420.0,190.0,456.0,488.0,504.0,509.0,497.0,438.0,386.0,427.0,157.0,0.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,13.0,4.0,5.0,4.0,16.0,2.0,3.0,0.0,6.013715156042802
1445,Moura,638.3656361111111,6.938756914251208,9.835869565217392,263.6,2.865217391304348,0,51,51,5,4,13,1054.7,13.9,719.0,731.0,791.0,575.0,541.0,650.0,748.0,916.0,641.0,880.0,975.0,962.0,943.0,819.0,670.0,559.0,548.0,659.0,1.0,0.0,1.0,2.0,0.0,4.0,3.0,0.0,6.0,12.0,9.0,2.0,22.0,1.0,1.0,0.0,6.331501849893691
1446,Ourique,667.9461888888889,7.260284661835748,11.553260869565218,204.7,2.225,0,47,50,3,4,13,1012.7,7.3,180.0,189.0,212.0,191.0,217.0,218.0,288.0,336.0,150.0,338.0,391.0,310.0,368.0,359.0,343.0,252.0,315.0,162.0,2.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,2.0,7.0,4.0,3.0,32.0,3.0,0.0,0.0,6.324358962381311
1447,Serpa,640.8357777777778,6.965606280193237,9.935869565217391,290.5,3.157608695652174,0,47,50,0,4,13,1013.6,12.4,547.0,606.0,687.0,641.0,634.0,644.0,815.0,871.0,530.0,1060.0,1069.0,1203.0,1017.0,873.0,769.0,572.0,663.0,544.0,2.0,0.0,2.0,2.0,2.0,4.0,3.0,0.0,12.0,12.0,9.0,4.0,28.0,3.0,0.0,0.0,6.461468176353717
1448,Vidigueira,629.5076944444445,6.842474939613527,11.07717391304348,339.8,3.693478260869565,0,54,48,1,4,13,1113.9,16.6,254.0,221.0,259.0,249.0,304.0,289.0,341.0,344.0,221.0,375.0,379.0,373.0,341.0,325.0,266.0,206.0,261.0,233.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,2.0,10.0,0.0,0.0,0.0,6.156978985585555
1449,Alter do Chão,541.8704833333334,5.889896557971015,9.968478260869563,449.0,4.880434782608695,0,60,37,0,4,13,1006.0,8.7,142.0,138.0,147.0,140.0,134.0,158.0,206.0,185.0,130.0,178.0,238.0,235.0,208.0,196.0,203.0,162.0,256.0,108.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,1.0,3.0,1.0,7.0,2.0,0.0,1.0,5.937536205082426
1450,Arronches,568.8212694444444,6.1828398852657,10.43695652173913,415.5,4.516304347826087,0,59,46,0,4,13,979.1,8.8,117.0,105.0,130.0,123.0,118.0,148.0,170.0,205.0,106.0,207.0,218.0,196.0,175.0,143.0,164.0,143.0,217.0,91.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,5.0,3.0,0.0,0.0,6.26530121273771
1451,Avis,571.6924555555555,6.21404842995169,10.705434782608696,448.7,4.877173913043478,0,57,41,0,4,13,1078.3,6.2,135.0,162.0,157.0,177.0,164.0,179.0,195.0,296.0,157.0,253.0,253.0,290.0,281.0,297.0,225.0,200.0,227.0,136.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,7.0,2.0,2.0,14.0,0.0,0.0,0.0,6.093569770045136
1453,Castelo de Vide,549.5808388888889,5.973704770531401,13.177173913043475,408.3,4.4380434782608695,0,57,43,2,4,13,1018.8,12.1,96.0,116.0,136.0,154.0,118.0,173.0,173.0,223.0,107.0,225.0,251.0,233.0,244.0,233.0,181.0,189.0,260.0,98.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,5.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0,6.061456918928017
1454,Crato,949.4003027777778,10.319568508454108,7.315217391304348,200.1,2.175,0,56,84,10,4,13,931.6,8.2,110.0,101.0,146.0,127.0,119.0,115.0,186.0,213.0,94.0,239.0,230.0,250.0,235.0,253.0,267.0,214.0,268.0,95.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,4.0,4.0,3.0,9.0,2.0,2.0,1.0,5.910796644040527
1455,Elvas,602.9017138888889,6.553279498792271,10.283695652173911,309.8,3.367391304347826,0,54,49,0,4,13,1068.3,32.4,1087.0,1094.0,1114.0,967.0,952.0,1109.0,1291.0,1469.0,903.0,1464.0,1545.0,1571.0,1291.0,1132.0,982.0,754.0,855.0,872.0,1.0,0.0,1.0,3.0,1.0,13.0,5.0,3.0,15.0,11.0,10.0,9.0,23.0,3.0,6.0,1.0,6.359573868672378
1456,Fronteira,937.7004333333332,10.192396014492754,9.340217391304348,399.2,4.339130434782609,0,59,79,11,4,13,1083.3,11.8,121.0,151.0,139.0,97.0,136.0,148.0,197.0,189.0,87.0,189.0,200.0,243.0,226.0,209.0,187.0,137.0,194.0,91.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,6.0330862217988015
1459,Monforte,566.7832,6.160686956521738,10.36413043478261,387.5,4.211956521739131,0,58,42,0,4,13,1136.5,7.1,156.0,169.0,155.0,161.0,137.0,116.0,166.0,214.0,127.0,197.0,204.0,208.0,167.0,160.0,135.0,166.0,208.0,129.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,3.0,1.0,2.0,1.0,6.0,2.0,0.0,0.0,6.042632833682381
1460,Nisa,660.8825,7.183505434782609,7.691304347826088,263.7,2.866304347826087,0,39,43,2,4,13,957.1,9.9,172.0,204.0,242.0,195.0,176.0,222.0,259.0,367.0,149.0,401.0,438.0,459.0,432.0,489.0,484.0,367.0,520.0,148.0,1.0,0.0,1.0,1.0,0.0,5.0,3.0,0.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0,0.0,5.84354441703136
1461,Ponte de Sor,554.9645972222222,6.032223882850241,11.678260869565218,408.2,4.4369565217391305,0,63,37,1,4,13,1104.1,18.1,623.0,672.0,693.0,691.0,669.0,779.0,904.0,1071.0,560.0,1045.0,1174.0,1248.0,1148.0,945.0,822.0,691.0,905.0,576.0,0.0,0.0,0.0,3.0,0.0,10.0,3.0,0.0,3.0,10.0,6.0,5.0,25.0,3.0,4.0,0.0,6.5337888379333435
1462,Portalegre,541.8704833333334,5.889896557971015,9.968478260869563,449.0,4.880434782608695,0,60,37,0,4,13,1173.4,49.3,974.0,1069.0,1105.0,917.0,873.0,1161.0,1500.0,1704.0,908.0,1579.0,1555.0,1730.0,1532.0,1511.0,1157.0,907.0,1042.0,828.0,11.0,11.0,6.0,30.0,10.0,62.0,30.0,8.0,78.0,107.0,65.0,44.0,221.0,31.0,28.0,16.0,6.53813982376767
1463,Sousel,582.1515722222222,6.327734480676328,10.957608695652176,428.3,4.655434782608696,0,58,46,0,4,13,1043.9,15.7,178.0,201.0,225.0,190.0,176.0,202.0,310.0,322.0,163.0,301.0,307.0,298.0,276.0,259.0,265.0,223.0,346.0,152.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,13.0,0.0,0.0,0.0,5.908082938168931
1464,Alandroal,579.3072027777778,6.296817421497584,9.925,278.7,3.029347826086956,0,53,46,0,4,13,1093.2,9.2,211.0,220.0,215.0,191.0,199.0,265.0,302.0,379.0,154.0,377.0,396.0,414.0,354.0,271.0,294.0,291.0,341.0,135.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,6.0,5.0,7.0,3.0,15.0,1.0,0.0,0.0,6.400257445308821
1466,Borba,582.2297805555555,6.328584571256038,12.105434782608697,356.3,3.872826086956522,0,56,46,0,4,13,1045.9,44.1,248.0,289.0,314.0,247.0,269.0,304.0,361.0,483.0,262.0,485.0,567.0,501.0,408.0,387.0,320.0,304.0,408.0,246.0,1.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,3.0,4.0,3.0,2.0,14.0,0.0,2.0,0.0,6.421622267806518
1467,Estremoz,582.9386555555556,6.336289734299517,12.231521739130434,348.2,3.784782608695652,0,60,43,0,4,13,1098.3,24.6,513.0,551.0,580.0,545.0,603.0,656.0,747.0,908.0,488.0,962.0,987.0,993.0,780.0,697.0,669.0,639.0,813.0,496.0,2.0,0.0,1.0,3.0,0.0,8.0,2.0,1.0,8.0,10.0,8.0,3.0,29.0,1.0,1.0,0.0,6.561030665896573
1468,Évora,589.6211833333333,6.408925905797101,11.553260869565218,341.9,3.716304347826087,0,58,46,0,4,13,1282.4,41.2,2640.0,2769.0,2829.0,2630.0,2791.0,3213.0,3825.0,4306.0,2282.0,3852.0,3759.0,3788.0,3567.0,3086.0,2367.0,1734.0,2100.0,2249.0,3.0,0.0,5.0,2.0,2.0,27.0,7.0,1.0,13.0,22.0,11.0,8.0,53.0,4.0,4.0,9.0,7.399398083331354
1470,Mora,624.7095694444445,6.790321407004831,11.277173913043478,172.1,1.8706521739130435,0,50,49,0,4,13,1028.9,9.4,120.0,162.0,176.0,174.0,167.0,199.0,220.0,268.0,128.0,243.0,284.0,335.0,376.0,335.0,280.0,260.0,341.0,109.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,6.0,4.0,1.0,6.0,0.0,0.0,0.0,6.269096283706261
1472,Portel,915.2501944444444,9.948371678743962,8.339130434782609,423.3,4.60108695652174,0,76,77,8,4,13,1100.0,9.5,246.0,236.0,324.0,272.0,285.0,305.0,368.0,423.0,206.0,395.0,428.0,427.0,360.0,384.0,328.0,247.0,271.0,231.0,2.0,1.0,2.0,4.0,0.0,6.0,3.0,1.0,8.0,8.0,4.0,3.0,20.0,2.0,1.0,1.0,6.035481432524756
