Designação,COD (NUTS2024),muni_norm,quarter_label,price_sqm,year,quarter,avg_income_eur,cinema,college,courthouse,fire_station,hospital,kindergarten,library,mall,museum,pharmacy,police,post_office,school,station,theatre,university,temp_max_c_mean,temp_min_c_mean,sunshine_s_sum,wind_kmh_mean,precip_mm_sum,log_price_sqm,pop_10___14,pop_15___19,pop_20___24,pop_25___29,pop_30___34,pop_35___39,pop_40___44,pop_45___49,pop_5___9,pop_50___54,pop_55___59,pop_60___64,pop_65___69,pop_70___74,pop_75___79,pop_80___84,pop_85_ou_mais,pop_menos_de_5,pop_total,population_density_km2
Almada,1B01503,ALMADA,2ºT2023,2267.0,2023,2,1354.3,3.0,3.0,1.0,6.0,4.0,82.0,10.0,31.0,21.0,60.0,14.0,12.0,111.0,28.0,10.0,10.0,24.87912087912088,15.285714285714286,3948398.16,13.772527472527472,52.4,7.726212650507529,8832.0,9208.0,9644.0,9646.0,10263.0,10771.0,12098.0,14083.0,8027.0,12737.0,11895.0,11516.0,11210.0,10378.0,9301.0,6507.0,6853.0,8263.0,181232.0,2588.7
Barreiro,1B01504,BARREIRO,2ºT2023,1595.0,2023,2,1337.8,2.0,0.0,1.0,2.0,1.0,35.0,5.0,11.0,3.0,37.0,10.0,8.0,75.0,9.0,5.0,1.0,26.49670329670329,15.570329670329672,3980462.85,13.712087912087911,93.5,7.374629015218945,3748.0,4179.0,4198.0,4128.0,4488.0,4480.0,5224.0,6518.0,3370.0,5716.0,4958.0,4826.0,4778.0,4959.0,4833.0,3299.0,2646.0,3618.0,79966.0,2197.5
Moita,1B01506,MOITA,2ºT2023,1405.0,2023,2,1257.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.09450549450549,14.626373626373626,3946900.4,13.887912087912088,97.2,7.247792581767846,3614.0,3848.0,3866.0,3707.0,4022.0,3914.0,4781.0,5556.0,3256.0,4714.0,4349.0,4415.0,4308.0,3974.0,3247.0,2109.0,1787.0,3483.0,68950.0,1247.7
Palmela,1B01508,PALMELA,2ºT2023,1654.0,2023,2,1511.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.714285714285715,14.327472527472526,3987868.38,14.07912087912088,91.8,7.410951875583635,3763.0,4245.0,4232.0,3737.0,3878.0,4245.0,5380.0,6405.0,3368.0,5556.0,4866.0,4594.0,4059.0,3589.0,3219.0,2262.0,2432.0,3108.0,72938.0,156.8
Seixal,1B01510,SEIXAL,2ºT2023,1878.0,2023,2,1504.9,1.0,0.0,2.0,6.0,3.0,75.0,6.0,16.0,6.0,41.0,12.0,13.0,108.0,11.0,8.0,3.0,26.396703296703297,15.47032967032967,3980462.85,13.712087912087911,93.5,7.537962659768208,8924.0,9057.0,9455.0,9327.0,10108.0,10675.0,12243.0,13936.0,8412.0,12399.0,10852.0,10568.0,10719.0,9891.0,8376.0,5415.0,4456.0,8350.0,173163.0,1814.2
Sesimbra,1B01511,SESIMBRA,2ºT2023,2070.0,2023,2,1166.5,1.0,0.0,0.0,2.0,2.0,25.0,5.0,5.0,5.0,8.0,9.0,5.0,39.0,1.0,3.0,0.0,20.10879120879121,16.273626373626374,4006773.5,18.62967032967033,35.8,7.635303886259415,2952.0,3100.0,3032.0,2833.0,2987.0,3411.0,4288.0,4768.0,2770.0,4210.0,3677.0,3484.0,3161.0,2847.0,2420.0,1623.0,1480.0,2461.0,55504.0,283.6
Odemira,1C10211,ODEMIRA,2ºT2023,1328.0,2023,2,1077.7,2.0,0.0,1.0,4.0,0.0,12.0,1.0,1.0,0.0,15.0,11.0,11.0,58.0,7.0,0.0,0.0,26.967032967032967,15.017582417582416,3952163.19,12.897802197802198,80.60000000000001,7.191429330036379,1193.0,1223.0,1458.0,2494.0,2832.0,2807.0,2665.0,2523.0,1040.0,2086.0,1995.0,2160.0,1895.0,1613.0,1375.0,1116.0,1363.0,1286.0,33124.0,19.3
Sines,1C11513,SINES,2ºT2023,1718.0,2023,2,2180.8,1.0,0.0,2.0,6.0,1.0,5.0,3.0,1.0,3.0,8.0,7.0,1.0,17.0,1.0,1.0,1.0,25.75604395604396,14.857142857142858,3981488.89,14.01868131868132,74.4,7.4489161025442,736.0,756.0,733.0,664.0,811.0,932.0,1140.0,1191.0,699.0,965.0,988.0,1033.0,1002.0,814.0,653.0,501.0,478.0,675.0,14771.0,72.7
Aljustrel,1C20201,ALJUSTREL,2ºT2023,614.0,2023,2,1473.4,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,4.0,2.0,2.0,12.0,1.0,2.0,0.0,28.39010989010989,13.878021978021978,3919268.95,10.736263736263735,72.2,6.419994928147142,397.0,391.0,404.0,389.0,485.0,494.0,563.0,610.0,340.0,613.0,625.0,686.0,731.0,639.0,483.0,330.0,382.0,360.0,8922.0,19.5
Alvito,1C20203,ALVITO,2ºT2023,536.0,2023,2,1266.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,4.0,2.0,0.0,0.0,27.723076923076924,14.443956043956044,3898061.64,10.303296703296704,55.8,6.284134161070802,102.0,116.0,134.0,102.0,117.0,134.0,158.0,133.0,100.0,160.0,146.0,159.0,164.0,144.0,124.0,97.0,103.0,86.0,2279.0,8.6
Barrancos,1C20204,BARRANCOS,2ºT2023,470.0,2023,2,1036.5,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,27.96043956043956,13.654945054945054,3881309.84,9.064835164835165,69.8,6.152732694704104,65.0,75.0,82.0,67.0,63.0,66.0,73.0,86.0,63.0,133.0,162.0,114.0,75.0,72.0,63.0,58.0,60.0,53.0,1430.0,8.5
Castro Verde,1C20206,CASTRO VERDE,2ºT2023,500.0,2023,2,2479.1,2.0,0.0,1.0,2.0,0.0,4.0,2.0,0.0,2.0,4.0,2.0,2.0,21.0,1.0,1.0,0.0,28.628571428571423,13.958241758241758,3896194.22,12.086813186813188,51.8,6.214608098422191,300.0,307.0,378.0,313.0,332.0,408.0,440.0,492.0,277.0,500.0,550.0,544.0,492.0,436.0,326.0,288.0,318.0,264.0,6965.0,12.2
Ferreira do Alentejo,1C20208,FERREIRA DO ALENTEJO,2ºT2023,551.0,2023,2,1230.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.05824175824176,14.437362637362638,3930390.33,11.05054945054945,57.2,6.311734809152915,345.0,335.0,384.0,432.0,465.0,488.0,523.0,581.0,329.0,458.0,518.0,550.0,573.0,548.0,445.0,300.0,337.0,301.0,7912.0,12.2
Moura,1C20210,MOURA,2ºT2023,562.0,2023,2,1137.2,1.0,0.0,1.0,2.0,0.0,4.0,3.0,0.0,6.0,12.0,9.0,2.0,22.0,1.0,1.0,0.0,28.69120879120879,14.694505494505496,3899828.82,9.015384615384615,58.5,6.331501849893691,690.0,719.0,824.0,615.0,552.0,628.0,759.0,899.0,639.0,881.0,929.0,960.0,961.0,820.0,661.0,564.0,555.0,664.0,13320.0,13.9
Ourique,1C20212,OURIQUE,2ºT2023,531.0,2023,2,1117.8,2.0,0.0,1.0,1.0,0.0,5.0,2.0,0.0,2.0,7.0,4.0,3.0,32.0,3.0,0.0,0.0,28.442857142857147,13.75054945054945,3908746.35,11.542857142857144,54.7,6.274762021241939,192.0,176.0,210.0,216.0,216.0,233.0,291.0,330.0,144.0,348.0,366.0,331.0,343.0,366.0,323.0,253.0,312.0,179.0,4829.0,7.3
Serpa,1C20213,SERPA,2ºT2023,584.0,2023,2,1102.1,2.0,0.0,2.0,2.0,2.0,4.0,3.0,0.0,12.0,12.0,9.0,4.0,28.0,3.0,0.0,0.0,29.272527472527475,14.57912087912088,3863199.99,9.946153846153846,77.9,6.369900982828227,527.0,609.0,696.0,646.0,679.0,632.0,803.0,886.0,541.0,1007.0,1089.0,1146.0,1035.0,902.0,767.0,547.0,662.0,557.0,13731.0,12.4
Vidigueira,1C20214,VIDIGUEIRA,2ºT2023,490.0,2023,2,1219.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,2.0,10.0,0.0,0.0,0.0,28.636263736263736,15.107692307692307,3924002.91,11.702197802197803,60.9,6.194405391104672,261.0,211.0,277.0,268.0,294.0,297.0,356.0,346.0,214.0,378.0,346.0,390.0,353.0,316.0,263.0,183.0,246.0,230.0,5229.0,16.5
Arronches,1C31202,ARRONCHES,2ºT2023,444.0,2023,2,1101.6,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,3.0,2.0,1.0,5.0,3.0,0.0,0.0,27.04065934065934,14.22967032967033,3844944.45,10.394505494505497,67.6,6.095824562432225,122.0,91.0,137.0,131.0,118.0,142.0,170.0,205.0,112.0,210.0,213.0,199.0,182.0,143.0,142.0,152.0,209.0,90.0,2768.0,8.8
Campo Maior,1C31204,CAMPO MAIOR,2ºT2023,480.0,2023,2,1496.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.43846153846154,14.162637362637362,3840391.06,9.62857142857143,74.1,6.173786103901937,438.0,467.0,470.0,370.0,419.0,440.0,529.0,609.0,345.0,571.0,543.0,499.0,478.0,477.0,398.0,265.0,275.0,323.0,7916.0,32.0
Castelo de Vide,1C31205,CASTELO DE VIDE,2ºT2023,505.0,2023,2,1102.9,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,5.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0,24.39450549450549,12.96263736263736,3838006.33,11.0,119.0,6.22455842927536,103.0,125.0,115.0,161.0,120.0,172.0,179.0,215.0,110.0,229.0,237.0,239.0,239.0,224.0,212.0,165.0,260.0,92.0,3197.0,12.1
Elvas,1C31207,ELVAS,2ºT2023,606.0,2023,2,1098.1,1.0,0.0,1.0,3.0,1.0,13.0,5.0,3.0,15.0,11.0,10.0,9.0,23.0,3.0,6.0,1.0,27.286813186813188,13.767032967032966,3880604.74,10.703296703296704,50.3,6.406879986069314,1069.0,1089.0,1149.0,965.0,993.0,1073.0,1276.0,1397.0,931.0,1476.0,1541.0,1550.0,1376.0,1104.0,1011.0,755.0,858.0,799.0,20412.0,32.3
Fronteira,1C31208,FRONTEIRA,2ºT2023,426.0,2023,2,1111.3,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,27.12087912087912,13.62857142857143,3812694.65,9.887912087912088,71.8,6.054439346269371,111.0,152.0,151.0,116.0,147.0,147.0,194.0,216.0,98.0,191.0,191.0,245.0,198.0,219.0,175.0,152.0,191.0,80.0,2974.0,12.0
Nisa,1C31212,NISA,2ºT2023,329.0,2023,2,1036.6,1.0,0.0,1.0,1.0,0.0,5.0,3.0,0.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0,0.0,26.25934065934066,13.43956043956044,3849464.38,9.88021978021978,109.6,5.796057750765372,173.0,199.0,239.0,222.0,184.0,224.0,254.0,358.0,145.0,392.0,433.0,456.0,435.0,468.0,476.0,360.0,522.0,145.0,5685.0,9.9
Ponte de Sor,1C31213,PONTE DE SOR,2ºT2023,738.0,2023,2,1179.5,0.0,0.0,0.0,3.0,0.0,10.0,3.0,0.0,3.0,10.0,6.0,5.0,25.0,3.0,4.0,0.0,27.58681318681319,13.895604395604396,3805219.16,12.607692307692307,104.8,6.6039438246004725,615.0,656.0,714.0,692.0,694.0,763.0,870.0,1059.0,599.0,1074.0,1131.0,1223.0,1197.0,954.0,837.0,679.0,895.0,555.0,15207.0,18.1
Portalegre,1C31214,PORTALEGRE,2ºT2023,705.0,2023,2,1262.4,11.0,11.0,6.0,30.0,10.0,62.0,30.0,8.0,78.0,107.0,65.0,44.0,221.0,31.0,28.0,16.0,25.383516483516484,14.236263736263735,3784327.19,12.429670329670328,91.4,6.558197802812269,981.0,1062.0,1118.0,938.0,860.0,1112.0,1441.0,1706.0,892.0,1636.0,1491.0,1688.0,1548.0,1509.0,1224.0,883.0,1046.0,779.0,21914.0,49.0
Sousel,1C31215,SOUSEL,2ºT2023,379.0,2023,2,1127.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,13.0,0.0,0.0,0.0,26.947252747252744,13.652747252747254,3823320.45,9.8,67.1,5.937536205082426,165.0,209.0,223.0,207.0,187.0,208.0,303.0,332.0,172.0,306.0,290.0,311.0,276.0,270.0,268.0,200.0,325.0,149.0,4401.0,15.8
Alandroal,1C40701,ALANDROAL,2ºT2023,532.0,2023,2,1171.4,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,6.0,5.0,7.0,3.0,15.0,1.0,0.0,0.0,27.03736263736264,14.03736263736264,3862408.19,11.47032967032967,67.9,6.2766434893416445,189.0,223.0,217.0,211.0,207.0,260.0,307.0,359.0,159.0,365.0,403.0,421.0,360.0,285.0,271.0,285.0,339.0,135.0,4996.0,9.2
Arraiolos,1C40702,ARRAIOLOS,2ºT2023,686.0,2023,2,1200.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.626373626373628,13.4989010989011,3865570.09,12.221978021978025,84.0,6.530877627725885,272.0,298.0,323.0,318.0,317.0,358.0,434.0,511.0,299.0,550.0,469.0,533.0,446.0,444.0,361.0,266.0,348.0,231.0,6778.0,9.9
Borba,1C40703,BORBA,2ºT2023,593.0,2023,2,1139.8,1.0,0.0,0.0,2.0,0.0,5.0,1.0,1.0,3.0,4.0,3.0,2.0,14.0,0.0,2.0,0.0,26.12087912087912,13.56043956043956,3845215.42,11.51868131868132,81.7,6.385194398997726,268.0,279.0,319.0,266.0,271.0,291.0,369.0,460.0,260.0,488.0,532.0,524.0,412.0,404.0,322.0,273.0,428.0,232.0,6398.0,44.1
Estremoz,1C40704,ESTREMOZ,2ºT2023,764.0,2023,2,1170.8,2.0,0.0,1.0,3.0,0.0,8.0,2.0,1.0,8.0,10.0,8.0,3.0,29.0,1.0,1.0,0.0,26.020879120879123,13.124175824175824,3835171.68,11.073626373626372,79.2,6.638567789166521,514.0,537.0,604.0,549.0,594.0,639.0,740.0,873.0,495.0,959.0,978.0,1022.0,761.0,742.0,627.0,622.0,812.0,482.0,12550.0,24.4
Montemor-o-Novo,1C40706,MONTEMOR-O-NOVO,2ºT2023,1010.0,2023,2,1187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.347252747252742,14.353846153846154,3874349.52,13.595604395604395,83.1,6.917705609835305,681.0,695.0,771.0,695.0,802.0,842.0,1047.0,1196.0,629.0,1074.0,1062.0,1127.0,1101.0,1042.0,941.0,724.0,963.0,559.0,15951.0,12.9
Portel,1C40709,PORTEL,2ºT2023,458.0,2023,2,1170.1,2.0,1.0,2.0,4.0,0.0,6.0,3.0,1.0,8.0,8.0,4.0,3.0,20.0,2.0,1.0,1.0,28.021978021978025,14.45164835164835,3870971.0,12.094505494505494,46.3,6.126869184114185,228.0,257.0,325.0,288.0,287.0,302.0,375.0,416.0,213.0,383.0,429.0,426.0,371.0,357.0,352.0,242.0,268.0,218.0,5737.0,9.5
Redondo,1C40710,REDONDO,2ºT2023,694.0,2023,2,1157.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.140659340659344,14.152747252747254,3854099.91,11.247252747252746,65.3,6.542471960506805,274.0,279.0,332.0,311.0,296.0,366.0,397.0,477.0,221.0,486.0,461.0,441.0,412.0,370.0,303.0,290.0,344.0,239.0,6299.0,17.0
Reguengos de Monsaraz,1C40711,REGUENGOS DE MONSARAZ,2ºT2023,797.0,2023,2,1144.0,1.0,1.0,1.0,2.0,0.0,3.0,4.0,1.0,7.0,6.0,3.0,2.0,14.0,0.0,1.0,1.0,28.21868131868132,14.52307692307692,3876032.89,10.416483516483517,52.6,6.680854678790215,450.0,483.0,495.0,465.0,467.0,540.0,650.0,710.0,413.0,760.0,724.0,705.0,695.0,582.0,485.0,377.0,479.0,395.0,9875.0,21.3
Vendas Novas,1C40712,VENDAS NOVAS,2ºT2023,1059.0,2023,2,1248.7,1.0,0.0,0.0,2.0,0.0,9.0,3.0,0.0,1.0,4.0,3.0,1.0,15.0,4.0,1.0,0.0,27.73736263736264,13.858241758241755,3873144.24,12.587912087912088,79.7,6.965080345601407,512.0,594.0,581.0,583.0,542.0,572.0,713.0,920.0,458.0,851.0,765.0,671.0,683.0,755.0,753.0,580.0,572.0,432.0,11537.0,51.9
Viana do Alentejo,1C40713,VIANA DO ALENTEJO,2ºT2023,643.0,2023,2,1091.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,27.56043956043956,14.165934065934064,3851852.92,10.2010989010989,57.4,6.466144724237619,234.0,273.0,298.0,299.0,283.0,322.0,356.0,395.0,249.0,404.0,373.0,418.0,363.0,278.0,249.0,224.0,285.0,235.0,5538.0,14.1
Albufeira,1500801,ALBUFEIRA,2ºT2023,2660.0,2023,2,1216.3,2.0,0.0,0.0,1.0,1.0,16.0,2.0,6.0,4.0,18.0,9.0,7.0,44.0,7.0,2.0,0.0,25.44835164835165,16.94065934065934,3993472.65,14.47032967032967,58.9,7.886081401775745,2324.0,2461.0,2399.0,2789.0,3129.0,3201.0,3601.0,3808.0,2216.0,3597.0,3345.0,3303.0,2853.0,2250.0,1704.0,1149.0,1049.0,2346.0,47524.0,337.9
Alcoutim,1500802,ALCOUTIM,2ºT2023,642.0,2023,2,1145.8,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,6.0,2.0,3.0,2.0,6.0,1.0,0.0,0.0,29.935164835164837,16.076923076923077,3898384.25,10.932967032967031,81.2,6.464588303689961,66.0,70.0,104.0,112.0,85.0,66.0,92.0,141.0,48.0,138.0,170.0,164.0,201.0,250.0,212.0,209.0,243.0,42.0,2413.0,4.2
Aljezur,1500803,ALJEZUR,2ºT2023,2754.0,2023,2,1093.1,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,6.0,4.0,3.0,3.0,13.0,0.0,0.0,0.0,21.767032967032968,16.223076923076924,3984157.06,17.75714285714286,51.6,7.9208096792886,307.0,299.0,224.0,305.0,336.0,394.0,448.0,490.0,287.0,435.0,441.0,452.0,434.0,373.0,333.0,250.0,277.0,277.0,6362.0,19.7
Castro Marim,1500804,CASTRO MARIM,2ºT2023,2038.0,2023,2,1088.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.347252747252742,16.38241758241758,3934433.15,13.262637362637363,61.6,7.61972421378267,265.0,295.0,332.0,333.0,315.0,361.0,353.0,430.0,263.0,477.0,481.0,489.0,503.0,577.0,433.0,292.0,355.0,265.0,6819.0,22.7
Faro,1500805,FARO,2ºT2023,2277.0,2023,2,1375.8,4.0,0.0,4.0,5.0,3.0,29.0,5.0,6.0,10.0,21.0,7.0,7.0,53.0,8.0,6.0,3.0,25.123076923076923,16.578021978021976,3990519.48,12.768131868131867,65.6,7.7306140660637395,3217.0,3512.0,3577.0,3769.0,3993.0,4379.0,5085.0,5663.0,3217.0,5074.0,4654.0,4444.0,4291.0,3823.0,3114.0,2177.0,2289.0,3190.0,69468.0,342.9
Lagoa,1500806,LAGOA,2ºT2023,2428.0,2023,2,1264.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,1.0,2.0,11.0,2.0,3.0,15.0,5.0,2.0,0.0,26.192307692307693,16.074725274725274,3979331.14,13.652747252747254,47.6,7.794823152179389,1175.0,1323.0,1321.0,1260.0,1296.0,1485.0,1573.0,1878.0,1129.0,1852.0,1843.0,1743.0,1697.0,1571.0,1213.0,737.0,733.0,1089.0,24918.0,282.4
Monchique,1500809,MONCHIQUE,2ºT2023,1000.0,2023,2,1106.7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,4.0,0.0,0.0,0.0,24.553846153846155,13.163736263736263,3903304.72,13.604395604395604,103.2,6.907755278982137,185.0,205.0,190.0,213.0,208.0,258.0,290.0,326.0,183.0,364.0,457.0,449.0,454.0,397.0,347.0,263.0,364.0,170.0,5323.0,13.5
Silves,1500813,SILVES,2ºT2023,2053.0,2023,2,1215.8,3.0,1.0,1.0,6.0,1.0,35.0,5.0,5.0,11.0,36.0,13.0,16.0,68.0,16.0,5.0,0.0,27.726373626373626,16.014285714285712,3917907.29,13.317582417582418,67.4,7.627057417018934,1902.0,1897.0,1829.0,1862.0,2179.0,2436.0,2833.0,3070.0,1794.0,2718.0,2639.0,2768.0,2638.0,2362.0,1970.0,1412.0,1429.0,1759.0,39497.0,58.1
Tavira,1500814,TAVIRA,2ºT2023,2570.0,2023,2,1125.0,3.0,0.0,1.0,2.0,0.0,22.0,2.0,2.0,12.0,16.0,7.0,6.0,30.0,13.0,3.0,0.0,26.20659340659341,16.94945054945055,3953938.28,12.936263736263736,66.1,7.851661177889265,1195.0,1277.0,1233.0,1158.0,1293.0,1513.0,1816.0,2011.0,1053.0,1929.0,1951.0,2036.0,2188.0,2150.0,1748.0,1157.0,1159.0,994.0,27861.0,45.9
Vila do Bispo,1500815,VILA DO BISPO,2ºT2023,2922.0,2023,2,1120.4,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,3.0,2.0,3.0,6.0,0.0,0.0,0.0,21.7021978021978,15.651648351648353,4006058.62,19.25494505494505,52.5,7.980023592310645,276.0,256.0,218.0,255.0,326.0,372.0,386.0,438.0,265.0,450.0,419.0,414.0,406.0,376.0,361.0,211.0,246.0,260.0,5935.0,33.1
Lagoa,2004201,LAGOA,2ºT2023,1356.0,2023,2,1264.0,0.0,0.0,0.0,1.0,0.0,9.0,2.0,1.0,2.0,11.0,2.0,3.0,15.0,5.0,2.0,0.0,26.192307692307693,16.074725274725274,3979331.14,13.652747252747254,47.6,7.212294468500341,1175.0,1323.0,1321.0,1260.0,1296.0,1485.0,1573.0,1878.0,1129.0,1852.0,1843.0,1743.0,1697.0,1571.0,1213.0,737.0,733.0,1089.0,24918.0,282.4
Lajes das Flores,2004801,LAJES DAS FLORES,2ºT2023,590.0,2023,2,1122.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,16.4010989010989,14.801098901098902,3672655.85,24.093406593406595,432.5,6.380122536899765,55.0,82.0,86.0,71.0,81.0,95.0,103.0,121.0,40.0,117.0,122.0,100.0,97.0,87.0,50.0,46.0,35.0,58.0,1446.0,20.6
Madalena,2004602,MADALENA,2ºT2023,701.0,2023,2,1136.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.46923076923077,13.89120879120879,3747415.06,12.167032967032968,181.2,6.55250788703459,326.0,306.0,357.0,358.0,429.0,451.0,491.0,550.0,319.0,485.0,424.0,464.0,389.0,308.0,260.0,156.0,183.0,277.0,6533.0,44.4
Ponta Delgada,2004203,PONTA DELGADA,2ºT2023,1420.0,2023,2,1432.0,1.0,1.0,1.0,3.0,2.0,6.0,5.0,3.0,11.0,17.0,6.0,7.0,55.0,1.0,5.0,1.0,18.465934065934068,16.421978021978024,3601072.8,17.354945054945055,365.1,7.258412150595307,3527.0,3775.0,4159.0,4431.0,4444.0,4924.0,5563.0,5921.0,3142.0,5085.0,4901.0,4640.0,3703.0,2868.0,2180.0,1234.0,1153.0,3108.0,68758.0,295.1
Santa Cruz da Graciosa,2004401,SANTA CRUZ DA GRACIOSA,2ºT2023,332.0,2023,2,1215.1,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,5.0,1.0,1.0,0.0,19.194505494505496,16.11758241758242,3525229.14,19.81318681318681,321.8,5.805134968916488,224.0,195.0,227.0,223.0,222.0,286.0,284.0,311.0,188.0,271.0,265.0,326.0,249.0,227.0,143.0,132.0,137.0,190.0,4100.0,67.6
Velas,2004502,VELAS,2ºT2023,592.0,2023,2,1146.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,5.0,1.0,0.0,0.0,17.72747252747253,16.306593406593407,3597096.0,21.48901098901099,217.3,6.3835066348840055,238.0,230.0,278.0,242.0,279.0,297.0,402.0,417.0,197.0,380.0,384.0,378.0,312.0,259.0,187.0,146.0,148.0,178.0,4952.0,42.2
Vila do Porto,2004101,VILA DO PORTO,2ºT2023,1098.0,2023,2,2142.2,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,10.0,1.0,0.0,0.0,18.15164835164835,16.82857142857143,3652689.95,23.97252747252747,205.2,7.001245622069476,279.0,318.0,361.0,318.0,338.0,335.0,441.0,433.0,273.0,395.0,393.0,384.0,360.0,260.0,161.0,115.0,119.0,219.0,5502.0,56.8
Vila Franca do Campo,2004206,VILA FRANCA DO CAMPO,2ºT2023,1085.0,2023,2,1057.4,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,2.0,1.0,3.0,5.0,4.0,1.0,0.0,17.34835164835165,15.242857142857142,3509940.68,16.540659340659342,484.6,6.98933526597456,560.0,638.0,663.0,684.0,695.0,707.0,752.0,861.0,466.0,759.0,779.0,709.0,568.0,445.0,312.0,185.0,180.0,435.0,10398.0,133.4
Funchal,3003103,FUNCHAL,2ºT2023,2345.0,2023,2,1377.9,1.0,1.0,4.0,7.0,5.0,16.0,8.0,28.0,28.0,45.0,12.0,16.0,73.0,7.0,7.0,4.0,21.486813186813187,15.562637362637362,3794167.61,10.387912087912088,389.8,7.76004068088038,4653.0,5341.0,5962.0,5491.0,5455.0,6282.0,7326.0,8508.0,4108.0,8451.0,8842.0,8830.0,7366.0,6232.0,4791.0,3151.0,3073.0,3700.0,107562.0,1411.2
Machico,3003104,MACHICO,2ºT2023,1236.0,2023,2,1229.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.941758241758244,16.984615384615385,3765515.45,13.01208791208791,312.7,7.119635638017636,810.0,1028.0,1191.0,1064.0,927.0,1081.0,1239.0,1605.0,681.0,1621.0,1745.0,1641.0,1423.0,1108.0,804.0,537.0,484.0,606.0,19595.0,287.1
Ponta do Sol,3003105,PONTA DO SOL,2ºT2023,1361.0,2023,2,1094.3,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,10.0,0.0,0.0,0.0,19.38021978021978,17.11098901098901,3866250.65,11.147252747252749,297.6,7.215975002651466,415.0,505.0,555.0,494.0,456.0,486.0,530.0,713.0,300.0,697.0,710.0,675.0,500.0,468.0,370.0,324.0,217.0,294.0,8709.0,188.3
Porto Moniz,3003106,PORTO MONIZ,2ºT2023,795.0,2023,2,1000.1,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,4.0,0.0,0.0,18.50879120879121,16.861538461538462,3895822.62,20.696703296703294,190.7,6.678342114654332,88.0,126.0,138.0,124.0,130.0,150.0,137.0,186.0,73.0,185.0,210.0,194.0,177.0,178.0,149.0,120.0,108.0,55.0,2528.0,30.5
