Designação,COD (NUTS2024),muni_norm,quarter_label,price_sqm,year,quarter,avg_income_eur,cinema,college,courthouse,fire_station,hospital,kindergarten,library,mall,museum,pharmacy,police,post_office,school,station,theatre,university,temp_max_c_mean,temp_min_c_mean,sunshine_s_sum,wind_kmh_mean,precip_mm_sum,log_price_sqm,pop_10___14,pop_15___19,pop_20___24,pop_25___29,pop_30___34,pop_35___39,pop_40___44,pop_45___49,pop_5___9,pop_50___54,pop_55___59,pop_60___64,pop_65___69,pop_70___74,pop_75___79,pop_80___84,pop_85_ou_mais,pop_menos_de_5,pop_total,population_density_km2
Ponte da Barca,1111606,PONTE DA BARCA,4ºT 2020,674.0,2020,4,902.8,1.0,0.0,2.0,3.0,4.0,11.0,3.0,2.0,7.0,10.0,2.0,3.0,16.0,1.0,1.0,0.0,16.318478260869565,9.668478260869565,1874960.91,9.05108695652174,940.4,6.513230110912307,433.0,522.0,565.0,507.0,497.0,604.0,714.0,788.0,402.0,777.0,839.0,801.0,775.0,770.0,655.0,580.0,540.0,356.0,11125.0,61.1
Ponte de Lima,1111607,PONTE DE LIMA,4ºT 2020,994.0,2020,4,960.3,0.0,0.0,1.0,2.0,3.0,15.0,2.0,2.0,3.0,13.0,6.0,2.0,39.0,2.0,1.0,2.0,16.545652173913044,9.979347826086956,1944145.05,10.552173913043475,843.5,6.901737206656574,1952.0,2256.0,2318.0,2141.0,1999.0,2511.0,2932.0,3289.0,1591.0,3149.0,3057.0,2636.0,2558.0,2284.0,1961.0,1586.0,1641.0,1478.0,41339.0,129.1
Viana do Castelo,1111609,VIANA DO CASTELO,4ºT 2020,1001.0,2020,4,1153.0,2.0,0.0,2.0,5.0,3.0,20.0,2.0,6.0,7.0,24.0,12.0,4.0,66.0,16.0,1.0,4.0,16.116304347826087,11.266304347826088,2038715.12,15.353260869565217,668.5,6.90875477931522,3796.0,4201.0,4545.0,4173.0,4196.0,5266.0,6249.0,6435.0,3408.0,6338.0,6427.0,6433.0,5926.0,5011.0,4155.0,3120.0,3144.0,3353.0,86176.0,270.1
Vila Nova de Cerveira,1111610,VILA NOVA DE CERVEIRA,4ºT 2020,658.0,2020,4,1130.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,5.0,2.0,1.0,13.0,3.0,1.0,0.0,16.18913043478261,10.647826086956522,1929043.42,12.617391304347825,858.6,6.489204931325317,423.0,439.0,419.0,471.0,473.0,547.0,631.0,676.0,305.0,645.0,559.0,608.0,615.0,594.0,459.0,367.0,363.0,339.0,8933.0,82.4
Amares,1120301,AMARES,4ºT 2020,737.0,2020,4,984.2,0.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,3.0,5.0,2.0,3.0,31.0,0.0,0.0,0.0,16.35217391304348,8.766304347826088,1912738.78,9.230434782608697,647.0,6.602587892189336,952.0,1047.0,1150.0,981.0,1018.0,1184.0,1408.0,1443.0,747.0,1395.0,1341.0,1252.0,1103.0,965.0,747.0,592.0,557.0,780.0,18662.0,227.7
Barcelos,1120302,BARCELOS,4ºT 2020,901.0,2020,4,999.2,1.0,0.0,2.0,5.0,3.0,48.0,4.0,9.0,7.0,45.0,5.0,11.0,126.0,17.0,4.0,6.0,16.88478260869565,9.416304347826086,2006006.07,11.166304347826086,561.7,6.803505257608338,5768.0,6583.0,7464.0,6770.0,6422.0,7157.0,9008.0,9835.0,4768.0,9256.0,8970.0,7773.0,7014.0,5668.0,3985.0,3172.0,2950.0,4687.0,117250.0,309.4
Braga,1120303,BRAGA,4ºT 2020,1053.0,2020,4,1186.4,2.0,2.0,2.0,4.0,9.0,57.0,7.0,22.0,21.0,53.0,10.0,16.0,159.0,11.0,5.0,7.0,15.804347826086955,8.271739130434783,1963658.77,10.003260869565215,591.4,6.959398512133975,9871.0,10703.0,11399.0,11540.0,11811.0,13786.0,15401.0,15703.0,8829.0,14602.0,14285.0,12420.0,10760.0,8718.0,5991.0,4573.0,4614.0,8896.0,193902.0,1057.3
Esposende,1120306,ESPOSENDE,4ºT 2020,1200.0,2020,4,1002.5,1.0,1.0,1.0,2.0,4.0,12.0,1.0,1.0,8.0,11.0,3.0,4.0,32.0,1.0,1.0,0.0,16.596739130434784,10.596739130434782,2068725.6,14.206521739130435,564.2,7.090076835776092,1801.0,1903.0,1997.0,1895.0,1961.0,2412.0,2819.0,2804.0,1607.0,2646.0,2603.0,2326.0,2041.0,1813.0,1278.0,937.0,921.0,1533.0,35297.0,370.0
Terras de Bouro,1120310,TERRAS DE BOURO,4ºT 2020,602.0,2020,4,949.4,0.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,7.0,4.0,2.0,3.0,18.0,1.0,0.0,0.0,15.781521739130437,8.393478260869566,1874998.48,8.354347826086956,800.8,6.400257445308821,271.0,344.0,306.0,278.0,268.0,328.0,364.0,444.0,206.0,502.0,545.0,498.0,440.0,453.0,345.0,311.0,301.0,201.0,6405.0,23.1
Vila Verde,1120313,VILA VERDE,4ºT 2020,816.0,2020,4,918.0,1.0,0.0,3.0,5.0,6.0,27.0,2.0,4.0,4.0,21.0,6.0,6.0,68.0,1.0,0.0,0.0,16.503260869565217,8.915217391304349,1912738.78,9.230434782608697,647.0,6.704414354964107,2367.0,2683.0,2711.0,2470.0,2480.0,3086.0,3590.0,3632.0,1991.0,3294.0,3278.0,3021.0,2599.0,2328.0,1927.0,1521.0,1677.0,1970.0,46625.0,203.9
Cabeceiras de Basto,1190304,CABECEIRAS DE BASTO,4ºT 2020,699.0,2020,4,847.3,0.0,0.0,1.0,2.0,0.0,6.0,1.0,0.0,8.0,6.0,2.0,2.0,17.0,1.0,0.0,0.0,15.11304347826087,8.178260869565218,1903231.7,10.641304347826088,738.9,6.54965074223381,792.0,913.0,916.0,830.0,800.0,906.0,1102.0,1167.0,660.0,1119.0,1229.0,1183.0,947.0,698.0,642.0,566.0,641.0,529.0,15640.0,64.7
Fafe,1190307,FAFE,4ºT 2020,753.0,2020,4,883.5,0.0,0.0,1.0,1.0,1.0,15.0,2.0,3.0,7.0,11.0,3.0,3.0,49.0,1.0,1.0,1.0,14.966304347826089,7.634782608695652,1927404.47,10.471739130434782,612.1,6.6240652277998935,2191.0,2543.0,2777.0,2500.0,2566.0,2963.0,3641.0,3809.0,1854.0,3715.0,3632.0,3632.0,3360.0,2744.0,1991.0,1537.0,1376.0,1843.0,48674.0,222.2
Mondim de Basto,1191705,MONDIM DE BASTO,4ºT 2020,437.0,2020,4,834.8,0.0,0.0,0.0,2.0,1.0,5.0,2.0,0.0,4.0,4.0,2.0,1.0,19.0,1.0,0.0,0.0,15.790217391304347,8.36413043478261,1948727.14,9.368478260869566,603.7,6.07993319509559,272.0,348.0,358.0,283.0,251.0,323.0,399.0,447.0,207.0,524.0,541.0,526.0,477.0,372.0,367.0,294.0,281.0,192.0,6462.0,37.6
Vieira do Minho,1190311,VIEIRA DO MINHO,4ºT 2020,574.0,2020,4,855.3,0.0,0.0,0.0,2.0,2.0,6.0,1.0,1.0,4.0,6.0,4.0,3.0,14.0,3.0,0.0,0.0,14.305434782608694,8.340217391304348,1849343.61,9.625,963.4,6.352629396319567,475.0,555.0,640.0,541.0,508.0,624.0,736.0,812.0,379.0,868.0,981.0,1062.0,910.0,822.0,659.0,554.0,594.0,345.0,12065.0,55.7
Vizela,1190314,VIZELA,4ºT 2020,905.0,2020,4,904.9,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,1.0,2.0,21.0,3.0,1.0,0.0,15.582608695652173,8.619565217391305,2013654.71,11.110869565217392,587.1,6.807934943699926,1105.0,1270.0,1585.0,1475.0,1495.0,1631.0,1759.0,2013.0,958.0,1975.0,1887.0,1628.0,1420.0,1047.0,698.0,517.0,416.0,1104.0,23983.0,971.0
Arouca,11A0104,AROUCA,4ºT 2020,668.0,2020,4,975.6,2.0,1.0,2.0,6.0,1.0,9.0,5.0,2.0,5.0,10.0,3.0,9.0,58.0,3.0,6.0,0.0,15.417391304347827,9.21304347826087,2189305.46,11.060869565217391,627.9,6.504288173536645,1077.0,1104.0,1182.0,1060.0,1036.0,1282.0,1506.0,1588.0,902.0,1558.0,1660.0,1528.0,1411.0,1185.0,895.0,727.0,747.0,793.0,21241.0,64.5
Espinho,11A0107,ESPINHO,4ºT 2020,1429.0,2020,4,1002.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.707608695652173,10.904347826086957,2170675.78,14.44891304347826,499.6,7.264730177929867,1245.0,1520.0,1600.0,1476.0,1333.0,1728.0,1943.0,2209.0,1115.0,2343.0,2481.0,2467.0,2364.0,2161.0,1623.0,1328.0,1199.0,1040.0,31175.0,1480.3
Maia,11A1306,MAIA,4ºT 2020,1283.0,2020,4,1297.5,5.0,1.0,2.0,12.0,6.0,68.0,7.0,22.0,14.0,68.0,15.0,25.0,165.0,55.0,10.0,11.0,16.104347826086954,10.380434782608695,2110869.28,14.870652173913042,501.8,7.1569563646156364,7110.0,7495.0,7377.0,6844.0,7526.0,9368.0,10753.0,11951.0,6145.0,10734.0,9927.0,8624.0,7586.0,6943.0,4863.0,3387.0,3016.0,5790.0,135439.0,1633.0
Matosinhos,11A1308,MATOSINHOS,4ºT 2020,1637.0,2020,4,1387.5,3.0,4.0,3.0,8.0,9.0,54.0,7.0,22.0,20.0,61.0,13.0,19.0,127.0,44.0,12.0,23.0,16.601086956521737,10.951086956521738,2135563.56,14.670652173913044,519.5,7.400620577371135,8109.0,8285.0,8758.0,9080.0,9601.0,11265.0,12665.0,13707.0,7001.0,12638.0,13178.0,12678.0,11608.0,10325.0,7364.0,5104.0,4688.0,7187.0,173241.0,2775.4
Porto,11A1312,PORTO,4ºT 2020,2112.0,2020,4,1498.3,8.0,11.0,11.0,8.0,20.0,72.0,20.0,39.0,72.0,119.0,36.0,30.0,213.0,53.0,24.0,43.0,16.153260869565216,10.505434782608695,2135563.56,14.670652173913044,519.5,7.655390644826152,9373.0,10592.0,13037.0,14737.0,14663.0,14612.0,15177.0,15695.0,8862.0,15017.0,16328.0,15835.0,15316.0,14465.0,11205.0,9092.0,9835.0,9032.0,232873.0,5622.2
Santa Maria da Feira,11A0109,SANTA MARIA DA FEIRA,4ºT 2020,904.0,2020,4,1126.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.039130434782606,10.160869565217393,2194317.06,14.480434782608697,535.0,6.806829360392176,6482.0,7113.0,7758.0,7294.0,7411.0,8510.0,10331.0,11019.0,5677.0,10797.0,11025.0,9874.0,8515.0,7078.0,5337.0,3940.0,3474.0,5589.0,137224.0,635.6
Santo Tirso,11A1314,SANTO TIRSO,4ºT 2020,857.0,2020,4,1040.9,1.0,0.0,2.0,7.0,4.0,20.0,1.0,8.0,6.0,29.0,9.0,10.0,95.0,10.0,3.0,0.0,16.702173913043477,9.746739130434785,2057262.42,12.332608695652173,534.4,6.75343791859778,2710.0,3295.0,3730.0,3493.0,3488.0,3969.0,4871.0,5122.0,2441.0,5339.0,5581.0,5036.0,4966.0,4205.0,2927.0,2383.0,2022.0,2409.0,67987.0,497.9
Trofa,11A1318,TROFA,4ºT 2020,917.0,2020,4,1145.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.956521739130434,9.992391304347825,2057262.42,12.332608695652173,534.4,6.821107472256465,1791.0,2036.0,2255.0,2260.0,2350.0,2550.0,2828.0,3144.0,1557.0,3010.0,3046.0,2616.0,2367.0,1995.0,1373.0,1040.0,814.0,1627.0,38659.0,536.8
Vale de Cambra,11A0119,VALE DE CAMBRA,4ºT 2020,725.0,2020,4,1183.2,1.0,1.0,1.0,1.0,0.0,4.0,2.0,2.0,4.0,7.0,2.0,3.0,48.0,2.0,5.0,0.0,15.890217391304349,9.701086956521738,2171266.72,12.145652173913044,689.0,6.586171654854675,842.0,975.0,1023.0,1045.0,981.0,1281.0,1417.0,1577.0,766.0,1576.0,1572.0,1643.0,1601.0,1429.0,1139.0,871.0,878.0,729.0,21345.0,144.9
Valongo,11A1315,VALONGO,4ºT 2020,1142.0,2020,4,1117.0,3.0,2.0,1.0,5.0,4.0,38.0,2.0,4.0,6.0,26.0,11.0,8.0,101.0,18.0,7.0,1.0,16.28369565217391,9.363043478260868,2098835.88,12.293478260869565,597.8,7.040536390215956,4840.0,5123.0,5230.0,5314.0,5591.0,6630.0,7625.0,7970.0,4144.0,7035.0,6907.0,6267.0,5665.0,4759.0,3383.0,2418.0,1946.0,4171.0,95018.0,1264.9
Vila do Conde,11A1316,VILA DO CONDE,4ºT 2020,1233.0,2020,4,1172.4,1.0,0.0,1.0,6.0,6.0,21.0,5.0,9.0,13.0,30.0,11.0,8.0,84.0,18.0,8.0,5.0,16.719565217391306,10.466304347826089,2119262.33,14.319565217391306,515.1,7.117205503164344,4230.0,4314.0,4325.0,4200.0,4370.0,5547.0,6477.0,6675.0,3634.0,6072.0,6138.0,5259.0,4891.0,4198.0,3077.0,2203.0,2001.0,3625.0,81236.0,545.1
Vila Nova de Gaia,11A1317,VILA NOVA DE GAIA,4ºT 2020,1238.0,2020,4,1203.1,6.0,4.0,6.0,10.0,9.0,73.0,17.0,25.0,49.0,80.0,24.0,20.0,207.0,38.0,16.0,15.0,16.00978260869565,10.293478260869565,2155897.24,14.494565217391305,511.0,7.121252453244542,14751.0,15613.0,16561.0,16287.0,16900.0,19654.0,22980.0,24991.0,12740.0,23193.0,23193.0,21096.0,19187.0,16884.0,11877.0,8545.0,7854.0,12646.0,304952.0,1810.2
Boticas,11B1702,BOTICAS,4ºT 2020,357.33333333333337,2020,4,854.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.982608695652177,6.631521739130435,2067427.51,7.826086956521739,303.5,5.878669052962637,170.0,207.0,162.0,169.0,190.0,250.0,311.0,276.0,133.0,340.0,374.0,477.0,444.0,407.0,372.0,290.0,309.0,133.0,5014.0,15.6
Chaves,11B1703,CHAVES,4ºT 2020,797.0,2020,4,1002.0,1.0,1.0,2.0,4.0,3.0,13.0,2.0,1.0,9.0,17.0,7.0,6.0,35.0,3.0,0.0,1.0,14.882608695652175,7.531521739130435,2067427.51,7.826086956521739,303.5,6.680854678790215,1425.0,1689.0,1650.0,1435.0,1569.0,1858.0,2373.0,2530.0,1228.0,2658.0,2962.0,3176.0,3095.0,2822.0,2279.0,1881.0,1892.0,1218.0,37740.0,63.8
Montalegre,11B1706,MONTALEGRE,4ºT 2020,601.0,2020,4,920.6,0.0,0.0,1.0,3.0,1.0,1.0,2.0,0.0,7.0,8.0,4.0,4.0,13.0,2.0,1.0,0.0,10.367391304347825,4.723913043478261,1918759.17,11.472826086956522,628.5,6.398594934535208,246.0,311.0,367.0,298.0,352.0,400.0,466.0,531.0,227.0,557.0,799.0,865.0,854.0,804.0,732.0,603.0,642.0,235.0,9289.0,11.5
Ribeira de Pena,11B1709,RIBEIRA DE PENA,4ºT 2020,508.3333333333333,2020,4,1169.5,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,3.0,4.0,2.0,9.0,0.0,0.0,0.0,14.251086956521736,6.92608695652174,1947410.65,8.895652173913044,597.2,6.231137400373402,242.0,245.0,256.0,243.0,272.0,277.0,333.0,379.0,203.0,409.0,477.0,553.0,468.0,392.0,371.0,293.0,292.0,186.0,5891.0,27.1
Vila Pouca de Aguiar,11B1713,VILA POUCA DE AGUIAR,4ºT 2020,521.0,2020,4,946.6,0.0,0.0,1.0,2.0,0.0,8.0,1.0,0.0,2.0,4.0,3.0,3.0,11.0,1.0,1.0,0.0,12.31413043478261,5.644565217391304,2154492.02,10.722826086956522,373.3,6.255750041753367,391.0,493.0,535.0,427.0,480.0,485.0,700.0,699.0,332.0,820.0,1036.0,1089.0,1082.0,984.0,824.0,579.0,602.0,309.0,11867.0,27.2
Amarante,11C1301,AMARANTE,4ºT 2020,750.0,2020,4,950.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.441304347826087,9.247826086956522,2037376.46,10.727173913043478,565.2,6.620073206530356,2467.0,2899.0,3172.0,2677.0,2558.0,2968.0,3740.0,4023.0,2045.0,4183.0,4274.0,4011.0,3498.0,2721.0,2067.0,1695.0,1475.0,1876.0,52349.0,173.7
Castelo de Paiva,11C0106,CASTELO DE PAIVA,4ºT 2020,654.0,2020,4,886.6,0.0,0.0,1.0,2.0,2.0,12.0,1.0,0.0,2.0,6.0,2.0,4.0,26.0,0.0,3.0,0.0,17.242391304347827,9.741304347826087,2152605.36,10.39891304347826,464.8,6.483107351457199,770.0,927.0,983.0,853.0,760.0,887.0,1046.0,1320.0,588.0,1363.0,1233.0,1133.0,949.0,779.0,567.0,460.0,454.0,527.0,15599.0,135.6
Celorico de Basto,11C0305,CELORICO DE BASTO,4ºT 2020,596.0,2020,4,845.0,0.0,0.0,1.0,2.0,1.0,16.0,4.0,1.0,5.0,9.0,2.0,2.0,30.0,3.0,0.0,0.0,15.589130434782607,8.319565217391304,1971770.48,10.266304347826088,571.8,6.39024066706535,864.0,919.0,1027.0,874.0,884.0,1043.0,1182.0,1331.0,672.0,1304.0,1449.0,1363.0,1146.0,901.0,721.0,704.0,729.0,642.0,17755.0,98.1
Felgueiras,11C1303,FELGUEIRAS,4ºT 2020,755.0,2020,4,908.9,0.0,0.0,1.0,2.0,1.0,16.0,3.0,2.0,1.0,13.0,3.0,4.0,62.0,2.0,1.0,1.0,14.842391304347826,7.569565217391304,1971770.48,10.266304347826088,571.8,6.626717749249025,2662.0,3139.0,3686.0,3569.0,3321.0,3657.0,4032.0,4431.0,2276.0,4554.0,4549.0,3882.0,3148.0,2388.0,1785.0,1439.0,1143.0,2383.0,56044.0,484.2
Lousada,11C1305,LOUSADA,4ºT 2020,751.0,2020,4,893.8,0.0,0.0,1.0,2.0,2.0,11.0,1.0,0.0,1.0,7.0,1.0,1.0,52.0,5.0,0.0,0.0,15.241304347826087,8.04782608695652,2037376.46,10.727173913043478,565.2,6.621405651764134,2610.0,2858.0,3220.0,3081.0,2895.0,3269.0,3659.0,4042.0,2040.0,3749.0,3642.0,3100.0,2374.0,1810.0,1255.0,977.0,761.0,2185.0,47527.0,494.7
Marco de Canaveses,11C1307,MARCO DE CANAVESES,4ºT 2020,739.0,2020,4,904.2,2.0,0.0,3.0,5.0,6.0,23.0,2.0,3.0,3.0,13.0,7.0,3.0,109.0,13.0,2.0,1.0,15.923913043478262,8.29782608695652,2122695.26,9.330434782608696,486.5,6.6052979209482015,2715.0,3047.0,3325.0,2879.0,2647.0,2998.0,3590.0,4290.0,2030.0,4122.0,3937.0,3354.0,2810.0,2139.0,1559.0,1265.0,1120.0,1898.0,49725.0,246.3
Armamar,11D1801,ARMAMAR,4ºT 2020,358.0,2020,4,906.8,0.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,0.0,13.822826086956525,6.185869565217391,2273967.97,8.194565217391304,325.1,5.8805329864007,215.0,289.0,277.0,253.0,212.0,255.0,326.0,395.0,173.0,427.0,532.0,463.0,398.0,381.0,345.0,299.0,324.0,175.0,5739.0,49.0
Lamego,11D1805,LAMEGO,4ºT 2020,647.0,2020,4,958.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.275,6.640217391304348,2273967.97,8.194565217391304,325.1,6.472346294500901,1030.0,1234.0,1279.0,1007.0,1040.0,1328.0,1611.0,1817.0,840.0,1994.0,2146.0,2035.0,1756.0,1385.0,1197.0,958.0,1011.0,771.0,24439.0,147.7
Moimenta da Beira,11D1807,MOIMENTA DA BEIRA,4ºT 2020,386.0,2020,4,877.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.217391304347826,6.498913043478261,2353045.22,13.409782608695652,298.7,5.955837369464831,425.0,446.0,510.0,402.0,406.0,489.0,574.0,592.0,328.0,623.0,751.0,798.0,702.0,609.0,560.0,457.0,440.0,344.0,9456.0,43.0
Sabrosa,11D1710,SABROSA,4ºT 2020,450.0,2020,4,984.9,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,3.0,2.0,2.0,21.0,3.0,1.0,0.0,13.11304347826087,6.353260869565218,2176123.19,8.318478260869565,370.8,6.1092475827643655,224.0,258.0,246.0,229.0,247.0,256.0,341.0,382.0,163.0,349.0,427.0,484.0,460.0,433.0,371.0,271.0,261.0,161.0,5563.0,35.5
Sernancelhe,11D1818,SERNANCELHE,4ºT 2020,357.0,2020,4,848.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.708695652173914,6.246739130434783,2238446.17,13.828260869565218,380.0,5.877735781779639,190.0,259.0,286.0,230.0,226.0,264.0,343.0,347.0,158.0,386.0,501.0,497.0,437.0,398.0,348.0,322.0,297.0,167.0,5656.0,24.7
Tarouca,11D1820,TAROUCA,4ºT 2020,572.0,2020,4,855.2,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,5.0,1.0,2.0,9.0,0.0,0.0,0.0,14.258695652173913,7.125,2272251.21,10.84891304347826,343.7,6.349138991379798,357.0,385.0,416.0,303.0,331.0,403.0,486.0,544.0,284.0,590.0,606.0,571.0,488.0,447.0,366.0,242.0,250.0,281.0,7350.0,73.4
Torre de Moncorvo,11D0409,TORRE DE MONCORVO,4ºT 2020,434.0,2020,4,891.7,2.0,0.0,2.0,4.0,0.0,13.0,2.0,0.0,9.0,8.0,6.0,4.0,14.0,3.0,4.0,1.0,15.31086956521739,6.055434782608696,2299105.8,6.427173913043478,263.1,6.073044534100405,198.0,211.0,248.0,248.0,259.0,306.0,348.0,353.0,164.0,419.0,521.0,613.0,650.0,608.0,543.0,462.0,489.0,193.0,6833.0,12.9
Vila Real,11D1714,VILA REAL,4ºT 2020,957.0,2020,4,1115.4,4.0,6.0,21.0,33.0,17.0,91.0,25.0,11.0,66.0,103.0,47.0,51.0,302.0,35.0,19.0,4.0,13.960869565217392,7.202173913043478,2176123.19,8.318478260869565,370.8,6.863803391452954,2289.0,2582.0,2593.0,2330.0,2389.0,3026.0,3749.0,3919.0,2029.0,3955.0,3927.0,3579.0,3197.0,2701.0,2266.0,1645.0,1725.0,1852.0,49753.0,131.3
Macedo de Cavaleiros,11E0405,MACEDO DE CAVALEIROS,4ºT 2020,578.0,2020,4,930.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.914130434782608,6.357608695652174,2216192.33,9.995652173913044,318.6,6.359573868672378,524.0,614.0,650.0,513.0,631.0,670.0,821.0,832.0,398.0,1004.0,1138.0,1203.0,1250.0,1109.0,949.0,773.0,804.0,405.0,14288.0,20.4
Miranda do Douro,11E0406,MIRANDA DO DOURO,4ºT 2020,407.4,2020,4,916.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.529347826086957,5.721739130434782,2142900.95,12.694565217391306,235.2,6.009795503792706,214.0,224.0,260.0,218.0,207.0,298.0,384.0,398.0,176.0,427.0,433.0,565.0,583.0,517.0,494.0,445.0,487.0,181.0,6511.0,13.4
Mirandela,11E0407,MIRANDELA,4ºT 2020,705.0,2020,4,1001.4,0.0,0.0,2.0,3.0,3.0,12.0,2.0,0.0,4.0,12.0,5.0,4.0,24.0,2.0,0.0,1.0,16.065217391304348,7.157608695652174,2225331.31,6.03695652173913,247.1,6.558197802812269,821.0,931.0,1035.0,899.0,925.0,1042.0,1362.0,1432.0,748.0,1490.0,1546.0,1765.0,1765.0,1505.0,1341.0,1115.0,1098.0,677.0,21497.0,32.6
Mogadouro,11E0408,MOGADOURO,4ºT 2020,387.0,2020,4,921.0,1.0,0.0,1.0,2.0,3.0,4.0,1.0,0.0,2.0,6.0,4.0,4.0,16.0,1.0,1.0,0.0,13.264130434782608,5.373913043478261,2182778.78,11.346739130434784,273.0,5.958424693029782,262.0,288.0,308.0,307.0,346.0,413.0,411.0,500.0,226.0,569.0,691.0,735.0,718.0,638.0,608.0,619.0,554.0,218.0,8411.0,11.1
Vila Flor,11E0410,VILA FLOR,4ºT 2020,317.0,2020,4,969.8,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,2.0,1.0,1.0,10.0,0.0,1.0,0.0,14.115217391304348,5.564130434782609,2208934.16,7.353260869565218,264.7,5.75890177387728,196.0,255.0,264.0,230.0,193.0,293.0,405.0,373.0,178.0,414.0,456.0,509.0,537.0,485.0,455.0,332.0,341.0,185.0,6101.0,23.0
Vimioso,11E0411,VIMIOSO,4ºT 2020,289.0,2020,4,890.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,7.0,0.0,0.0,0.0,13.123913043478264,5.432608695652174,2164965.24,12.052173913043475,287.5,5.666426688112432,108.0,130.0,165.0,126.0,152.0,175.0,184.0,206.0,104.0,229.0,311.0,383.0,445.0,377.0,356.0,333.0,283.0,99.0,4166.0,8.7
Vinhais,11E0412,VINHAIS,4ºT 2020,357.0,2020,4,853.9,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,4.0,2.0,2.0,2.0,11.0,0.0,1.0,0.0,12.2,5.459782608695653,2020872.64,10.893478260869566,401.3,5.877735781779639,197.0,212.0,255.0,188.0,246.0,335.0,398.0,400.0,167.0,479.0,599.0,726.0,737.0,729.0,679.0,637.0,623.0,149.0,7756.0,11.2
Albergaria-a-Velha,1910102,ALBERGARIA-A-VELHA,4ºT 2020,822.0,2020,4,1139.9,1.0,0.0,2.0,4.0,1.0,32.0,3.0,3.0,6.0,22.0,6.0,15.0,75.0,15.0,6.0,2.0,16.744565217391305,9.921739130434782,2252838.37,11.552173913043475,629.6999999999999,6.71174039505618,1240.0,1267.0,1377.0,1284.0,1273.0,1586.0,1905.0,1912.0,1037.0,1912.0,1803.0,1722.0,1576.0,1382.0,1118.0,827.0,751.0,1025.0,24997.0,157.4
Anadia,1910103,ANADIA,4ºT 2020,628.0,2020,4,1035.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.534782608695654,10.22391304347826,2311420.16,11.777173913043478,408.6,6.442540166468199,1090.0,1253.0,1389.0,1245.0,1229.0,1461.0,1795.0,2013.0,996.0,2027.0,2032.0,2102.0,2035.0,1940.0,1520.0,1305.0,1313.0,946.0,27691.0,127.8
Aveiro,1910105,AVEIRO,4ºT 2020,1284.0,2020,4,1286.1,1.0,1.0,5.0,8.0,3.0,38.0,4.0,10.0,14.0,41.0,12.0,22.0,120.0,14.0,7.0,8.0,17.04021739130435,10.576086956521738,2305725.56,13.556521739130435,410.8,7.157735484249907,3822.0,3979.0,4522.0,4752.0,4843.0,5625.0,6421.0,6352.0,3477.0,5824.0,5710.0,5609.0,4688.0,4202.0,3167.0,2314.0,2497.0,3517.0,81321.0,411.6
