municipality,house_price,total_sunshine_h,mean_sunshine_h,windspeed_mean_kmh,total_precipitation_mm,mean_precipitation_mm,windy_days,rainy_days,sunny_days,warm_days,year,quarter_num,quarter_ord,avg_income,people/km2,cinema,college,courthouse,fire_station,hospital,kindergarten,library,mall,museum,pharmacy,police,post_office,school,station,theatre,university,log_price_sqm,< 5,5 - 19,20 - 34,35 - 54,55 - 64,> 65,urban_cluster
Aveiro,1497.0,1078.582922222222,11.723727415458937,13.18695652173913,146.6,1.5934782608695652,0,22,86,25,2022,3,12,1406.6,424.1,1.0,1.0,5.0,8.0,3.0,38.0,4.0,10.0,14.0,41.0,12.0,22.0,120.0,14.0,7.0,8.0,7.311218384419629,3473.0,11409.0,14504.0,24735.0,11453.0,18227.0,0
Estarreja,786.0,1079.2024888888889,11.730461835748793,11.019565217391303,191.7,2.0836956521739127,0,22,85,12,2022,3,12,1383.1,246.4,0.0,0.0,1.0,2.0,1.0,5.0,2.0,0.0,5.0,5.0,3.0,4.0,27.0,5.0,1.0,0.0,6.666956792429207,1079.0,3607.0,4215.0,7163.0,4008.0,6584.0,3
Ílhavo,1415.0,1070.773975,11.638847554347826,12.475,162.9,1.7706521739130436,0,19,85,24,2022,3,12,1313.0,557.1,1.0,1.0,4.0,4.0,2.0,21.0,4.0,6.0,13.0,27.0,9.0,10.0,75.0,4.0,6.0,8.0,7.254884810077338,1777.0,5784.0,6586.0,11921.0,5889.0,8981.0,0
Murtosa,1040.0,1080.4072083333333,11.74355661231884,13.753260869565215,136.8,1.4869565217391305,0,21,86,23,2022,3,12,1039.7,146.7,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,4.0,1.0,3.0,11.0,0.0,0.0,0.0,6.946975992135418,435.0,1546.0,1713.0,2918.0,1466.0,2645.0,3
Oliveira do Bairro,890.0,1055.0479416666667,11.46791240942029,10.285869565217393,152.1,1.6532608695652171,0,23,85,10,2022,3,12,1211.4,277.7,0.0,0.0,0.0,1.0,2.0,9.0,2.0,0.0,4.0,5.0,3.0,3.0,39.0,3.0,0.0,0.0,6.7912214627261855,1046.0,3521.0,3958.0,7089.0,2949.0,5686.0,3
Ovar,1211.0,1007.0543861111112,10.946243327294685,9.693478260869565,159.6,1.7347826086956522,0,50,76,7,2022,3,12,1259.6,378.4,3.0,0.0,4.0,4.0,4.0,32.0,6.0,5.0,11.0,30.0,9.0,23.0,92.0,15.0,12.0,0.0,7.099201743553092,2228.0,7493.0,9187.0,16119.0,8343.0,12517.0,0
Sever do Vouga,633.0,1074.5423666666666,11.679808333333332,9.507608695652175,154.29999999999998,1.6771739130434782,0,21,85,7,2022,3,12,1215.4,84.0,0.0,1.0,1.0,1.0,0.0,9.0,1.0,0.0,1.0,6.0,1.0,4.0,21.0,1.0,4.0,0.0,6.450470422144176,341.0,1289.0,1463.0,2849.0,1650.0,3323.0,3
Vagos,1145.0,1064.7848888888889,11.573748792270532,11.408695652173911,173.7,1.8880434782608693,0,21,85,15,2022,3,12,1173.5,143.9,0.0,0.0,1.0,3.0,1.0,12.0,0.0,1.0,0.0,5.0,2.0,4.0,33.0,0.0,0.0,0.0,7.0431599159883405,1041.0,3275.0,3830.0,6529.0,3284.0,5769.0,3
Cantanhede,810.0,1044.8530722222222,11.35709861111111,11.083695652173914,149.2,1.6217391304347826,0,21,85,11,2022,3,12,1175.2,88.1,0.0,0.0,1.0,3.0,3.0,25.0,2.0,1.0,5.0,18.0,7.0,7.0,67.0,0.0,1.0,0.0,6.697034247666484,1255.0,4207.0,4666.0,8943.0,4842.0,10533.0,3
Coimbra,1588.0,1054.5860611111111,11.462891968599036,10.68695652173913,101.6,1.1043478260869566,0,23,85,11,2022,3,12,1331.2,447.1,3.0,4.0,13.0,5.0,13.0,58.0,13.0,16.0,22.0,50.0,12.0,30.0,133.0,17.0,10.0,18.0,7.370230641807081,5417.0,17836.0,23037.0,38880.0,20686.0,36957.0,2
Condeixa-a-Nova,1067.0,1061.7363805555556,11.540612832125603,9.860869565217392,97.6,1.0608695652173914,0,26,86,11,2022,3,12,1152.1,124.1,0.0,0.0,1.0,1.0,3.0,10.0,1.0,0.0,4.0,7.0,1.0,6.0,24.0,2.0,1.0,1.0,6.9726062513017535,652.0,2565.0,2426.0,5218.0,2375.0,3968.0,3
Lousã,820.0,1061.5144166666666,11.53820018115942,8.873913043478261,118.0,1.2826086956521738,0,28,84,10,2022,3,12,1093.4,124.4,0.0,0.0,1.0,2.0,1.0,6.0,1.0,1.0,4.0,6.0,1.0,2.0,9.0,0.0,2.0,0.0,6.709304340258298,616.0,2503.0,2543.0,5109.0,2441.0,4004.0,3
Mira,1189.0,1096.694825,11.920595923913044,10.083695652173914,74.4,0.8086956521739131,0,32,87,1,2022,3,12,1076.4,99.1,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,2.0,2.0,2.0,15.0,0.0,0.0,0.0,7.080867896690782,458.0,1515.0,1664.0,3158.0,1709.0,3787.0,3
Mortágua,594.0,1069.701625,11.627191576086956,10.231521739130434,128.3,1.3945652173913046,0,21,83,8,2022,3,12,1233.7,35.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,3.0,0.0,0.0,6.386879319362645,278.0,914.0,1131.0,2125.0,1277.0,3220.0,3
Penela,671.0,1075.9920138888888,11.695565368357489,10.94891304347826,129.9,1.4119565217391306,0,28,86,5,2022,3,12,1096.7,41.1,0.0,0.0,0.0,1.0,2.0,4.0,2.0,0.0,6.0,0.0,1.0,2.0,13.0,0.0,0.0,0.0,6.508769136971682,164.0,663.0,752.0,1415.0,825.0,1716.0,3
Tábua,602.0,1069.230561111111,11.62207131642512,10.109782608695651,64.5,0.7010869565217391,0,25,83,7,2022,3,12,1078.0,57.1,0.0,0.0,3.0,3.0,1.0,12.0,4.0,1.0,2.0,5.0,3.0,5.0,16.0,5.0,0.0,0.0,6.400257445308821,394.0,1407.0,1661.0,2843.0,1661.0,3444.0,3
Vila Nova de Poiares,626.0,1046.1318805555557,11.370998701690825,8.742391304347825,82.4,0.8956521739130435,0,31,83,10,2022,3,12,1098.4,83.5,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,6.439350371100098,217.0,909.0,1073.0,1985.0,1037.0,1834.0,3
Alvaiázere,396.0,1080.2846277777778,11.742224214975844,14.369565217391305,132.0,1.434782608695652,0,18,86,6,2022,3,12,1052.2,39.2,1.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,3.0,9.0,0.0,0.0,0.0,5.981414211254481,158.0,642.0,790.0,1347.0,1016.0,2337.0,3
Ansião,547.0,1074.0493833333333,11.67444981884058,13.230434782608697,125.5,1.3641304347826086,0,23,87,7,2022,3,12,1088.6,66.5,1.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,3.0,3.0,1.0,3.0,17.0,0.0,0.0,0.0,6.304448802421981,360.0,1340.0,1559.0,2857.0,1795.0,3794.0,3
Batalha,927.0,1055.7324805555556,11.47535304951691,11.280434782608696,73.3,0.7967391304347826,0,32,86,16,2022,3,12,1214.5,156.0,2.0,1.0,1.0,5.0,2.0,10.0,4.0,2.0,9.0,8.0,3.0,5.0,32.0,1.0,2.0,0.0,6.831953565565855,672.0,2400.0,2580.0,4499.0,2243.0,3739.0,3
Figueiró dos Vinhos,528.0,1081.2900916666667,11.753153170289856,13.379347826086958,161.9,1.7597826086956525,0,19,86,4,2022,3,12,1004.9,30.1,0.0,0.0,1.0,2.0,2.0,7.0,1.0,0.0,2.0,7.0,2.0,2.0,9.0,1.0,1.0,0.0,6.269096283706261,140.0,529.0,631.0,1188.0,875.0,1850.0,3
Marinha Grande,935.0,1055.3822555555555,11.471546256038646,11.505434782608695,70.0,0.7608695652173914,0,31,86,14,2022,3,12,1452.7,214.4,2.0,0.0,1.0,2.0,0.0,21.0,2.0,3.0,5.0,12.0,5.0,2.0,43.0,3.0,3.0,2.0,6.840546529288687,1596.0,5667.0,6342.0,11569.0,5487.0,9479.0,0
Pedrógão Grande,430.0,1089.8497055555556,11.846192451690822,11.325,165.5,1.798913043478261,0,18,86,4,2022,3,12,985.7,27.4,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,0.0,6.063785208687608,82.0,355.0,464.0,809.0,573.0,1242.0,3
Pombal,828.0,1043.0614805555556,11.337624788647345,12.039130434782608,114.9,1.2489130434782607,0,27,86,14,2022,3,12,1148.9,82.0,1.0,0.0,1.0,7.0,1.0,33.0,1.0,4.0,6.0,21.0,6.0,6.0,91.0,11.0,1.0,0.0,6.71901315438526,1835.0,6549.0,7348.0,13067.0,7457.0,15097.0,0
Carregal do Sal,510.0,1080.447211111111,11.743991425120772,9.654347826086957,156.9,1.7054347826086955,0,19,84,5,2022,3,12,1152.4,77.7,0.0,0.0,1.0,4.0,0.0,8.0,1.0,1.0,3.0,5.0,1.0,1.0,10.0,5.0,1.0,0.0,6.234410725718371,309.0,1137.0,1220.0,2165.0,1315.0,2932.0,3
Castro Daire,548.0,1085.776686111111,11.801920501207729,8.906521739130435,162.5,1.766304347826087,0,24,83,1,2022,3,12,980.5,35.9,0.0,0.0,1.0,4.0,0.0,7.0,0.0,1.0,4.0,8.0,2.0,1.0,28.0,1.0,1.0,0.0,6.306275286948016,352.0,1569.0,1785.0,3245.0,2158.0,4513.0,3
Mangualde,558.0,1087.9107833333333,11.825117210144926,10.985869565217392,70.10000000000001,0.7619565217391305,0,18,86,4,2022,3,12,1264.3,83.6,0.0,0.0,1.0,2.0,0.0,9.0,1.0,3.0,0.0,2.0,3.0,1.0,21.0,5.0,1.0,0.0,6.324358962381311,613.0,2312.0,2577.0,4630.0,2694.0,5504.0,3
Nelas,523.0,1090.7521916666667,11.856002083333331,10.932608695652174,89.39999999999999,0.9717391304347824,0,20,84,5,2022,3,12,1217.2,104.6,0.0,0.0,1.0,2.0,0.0,15.0,1.0,0.0,2.0,2.0,4.0,3.0,17.0,5.0,1.0,0.0,6.259581464064923,410.0,1741.0,1748.0,3327.0,1828.0,4101.0,3
Oliveira de Frades,580.0,1070.8268527777775,11.639422312801932,7.328260869565218,122.1,1.327173913043478,0,22,82,4,2022,3,12,1261.6,66.2,0.0,0.0,1.0,3.0,1.0,14.0,2.0,0.0,4.0,8.0,2.0,3.0,19.0,1.0,1.0,0.0,6.363028103540465,380.0,1282.0,1554.0,2619.0,1359.0,2429.0,3
Penalva do Castelo,543.0,1090.161938888889,11.849586292270532,11.004347826086956,102.0,1.108695652173913,0,17,85,3,2022,3,12,1007.9,54.2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,7.0,0.0,0.0,0.0,6.297109319933935,183.0,877.0,885.0,1743.0,1014.0,2578.0,3
Santa Comba Dão,517.0,1069.701625,11.627191576086956,10.231521739130434,128.3,1.3945652173913046,0,21,83,10,2022,3,12,1053.4,96.5,0.0,0.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,1.0,1.0,5.0,3.0,0.0,0.0,6.248042874508429,363.0,1312.0,1432.0,2644.0,1515.0,3538.0,3
São Pedro do Sul,842.0,736.5265555555555,8.00572342995169,12.778260869565216,360.0,3.9130434782608696,0,45,53,4,2022,3,12,949.5,43.2,1.0,0.0,4.0,7.0,1.0,12.0,6.0,1.0,4.0,16.0,3.0,5.0,38.0,4.0,2.0,1.0,6.735780014242327,411.0,1755.0,2067.0,3533.0,2259.0,5041.0,3
Sátão,501.0,1082.6850472222222,11.76831573067633,10.216304347826089,181.2,1.9695652173913043,0,28,83,1,2022,3,12,940.2,54.6,0.0,0.0,1.0,2.0,1.0,8.0,1.0,0.0,2.0,3.0,4.0,2.0,12.0,0.0,2.0,0.0,6.2166061010848646,345.0,1332.0,1584.0,2707.0,1610.0,3458.0,3
Tondela,686.0,1079.1989972222225,11.730423882850245,9.071739130434782,174.0,1.891304347826087,0,20,85,7,2022,3,12,1221.7,69.1,0.0,0.0,1.0,4.0,2.0,24.0,1.0,4.0,6.0,10.0,4.0,5.0,29.0,1.0,3.0,0.0,6.530877627725885,772.0,2925.0,3573.0,6215.0,3851.0,8316.0,3
Vila Nova de Paiva,286.0,1090.7461944444444,11.855936896135264,10.636956521739132,115.9,1.2597826086956525,0,27,83,1,2022,3,12,953.2,26.7,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,9.0,0.0,4.0,0.0,5.655991810819852,120.0,539.0,685.0,1084.0,716.0,1546.0,3
Viseu,1116.0,1082.658975,11.768032336956525,9.652173913043478,129.0,1.4021739130434785,0,19,83,5,2022,3,12,1172.1,197.9,2.0,2.0,3.0,8.0,6.0,55.0,6.0,12.0,12.0,32.0,6.0,8.0,114.0,7.0,5.0,10.0,7.017506142941256,3981.0,14210.0,15521.0,28834.0,13484.0,24336.0,0
Vouzela,463.0,1076.0893361111112,11.696623218599036,7.633695652173912,159.0,1.7282608695652173,0,27,83,1,2022,3,12,1027.3,49.8,0.0,0.0,1.0,3.0,3.0,12.0,3.0,0.0,3.0,6.0,3.0,4.0,14.0,2.0,3.0,0.0,6.137727054086234,318.0,1080.0,1410.0,2393.0,1413.0,3038.0,3
Oleiros,347.0,1011.700525,10.99674483695652,12.41304347826087,116.7,1.2684782608695653,0,45,78,24,2022,3,12,1069.0,10.4,0.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,1.0,2.0,2.0,6.0,0.0,2.0,0.0,5.849324779946859,100.0,317.0,494.0,950.0,772.0,2244.0,3
Penamacor,269.0,1093.0285972222223,11.880745621980678,11.617391304347825,94.5,1.0271739130434785,0,17,86,2,2022,3,12,973.5,8.4,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,0.0,8.0,0.0,0.0,0.0,5.594711379601839,101.0,346.0,525.0,939.0,742.0,2095.0,3
Proença-a-Nova,571.0,1089.586586111111,11.843332457729469,12.826086956521738,140.4,1.5260869565217392,0,15,86,7,2022,3,12,1106.3,18.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,0.0,3.0,1.0,1.0,0.0,6.0,0.0,1.0,0.0,6.3473892096560105,165.0,683.0,858.0,1512.0,1164.0,2721.0,3
Vila Velha de Ródão,219.0,1094.2552222222223,11.89407850241546,9.003260869565217,59.0,0.6413043478260869,0,12,87,3,2022,3,12,1474.7,10.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,4.0,8.0,0.0,0.0,5.389071729816501,111.0,304.0,391.0,711.0,434.0,1516.0,3
Sertã,742.0,1094.3849055555556,11.895488103864736,11.108695652173912,169.9,1.8467391304347829,0,19,86,6,2022,3,12,1017.1,33.3,1.0,0.0,3.0,5.0,1.0,6.0,5.0,0.0,5.0,8.0,6.0,4.0,25.0,4.0,4.0,0.0,6.60934924316738,455.0,1772.0,2069.0,3523.0,2327.0,4720.0,3
Almeida,250.0,1104.5956055555555,12.006473973429951,10.196739130434782,55.6,0.6043478260869566,0,18,86,0,2022,3,12,1006.4,11.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,5.0,2.0,10.0,3.0,8.0,6.0,1.0,0.0,5.521460917862246,98.0,411.0,636.0,1099.0,936.0,2517.0,3
Belmonte,480.0,1118.0447638888888,12.15266047705314,11.554347826086955,62.5,0.6793478260869565,0,18,89,1,2022,3,12,958.4,52.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,5.0,1.0,2.0,0.0,6.0,3.0,0.0,0.0,6.173786103901937,194.0,672.0,796.0,1538.0,971.0,2007.0,3
Covilhã,777.0,1090.99845,11.858678804347829,8.705434782608695,137.4,1.4934782608695654,0,20,85,5,2022,3,12,1115.6,82.9,1.0,1.0,3.0,4.0,3.0,26.0,4.0,8.0,17.0,26.0,15.0,13.0,64.0,20.0,6.0,2.0,6.655440350367647,1452.0,5344.0,6465.0,11752.0,6936.0,14132.0,0
Figueira de Castelo Rodrigo,171.0,1108.7550333333334,12.051685144927536,9.235869565217392,53.9,0.5858695652173913,0,16,88,1,2022,3,12,971.1,10.0,0.0,0.0,2.0,2.0,0.0,4.0,1.0,1.0,7.0,7.0,5.0,5.0,18.0,1.0,1.0,1.0,5.14166355650266,153.0,567.0,591.0,1089.0,744.0,1921.0,3
Fornos de Algodres,202.0,1098.7308666666668,11.942726811594204,10.75,63.0,0.6847826086956522,0,19,87,2,2022,3,12,938.7,33.3,0.0,0.0,1.0,1.0,0.0,3.0,1.0,0.0,2.0,3.0,1.0,3.0,6.0,2.0,0.0,0.0,5.308267697401205,123.0,468.0,539.0,974.0,701.0,1568.0,3
Fundão,511.0,1093.5743472222225,11.886677687198068,8.28804347826087,79.10000000000001,0.8597826086956523,0,12,87,5,2022,3,12,1123.0,38.0,1.0,1.0,1.0,4.0,3.0,24.0,1.0,4.0,12.0,21.0,9.0,15.0,58.0,12.0,3.0,2.0,6.236369590203704,836.0,3037.0,3499.0,6462.0,4060.0,8736.0,0
Gouveia,435.0,908.1321361111112,9.8710014794686,12.057608695652174,27.4,0.2978260869565217,0,20,88,4,2022,3,12,1022.1,40.3,2.0,0.0,3.0,7.0,3.0,9.0,4.0,0.0,10.0,11.0,5.0,4.0,28.0,4.0,2.0,1.0,6.075346031088684,306.0,1244.0,1399.0,2565.0,1897.0,4704.0,3
Mêda,252.0,1111.804775,12.084834510869566,10.404347826086957,44.5,0.483695652173913,0,17,87,1,2022,3,12,937.4,16.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,4.0,3.0,0.0,1.0,0.0,5.529429087511423,96.0,456.0,534.0,996.0,723.0,1771.0,3
Seia,495.0,1088.360338888889,11.83000368357488,8.940217391304348,74.1,0.8054347826086956,0,22,85,4,2022,3,12,1031.0,49.2,2.0,0.0,3.0,5.0,3.0,10.0,5.0,0.0,10.0,12.0,8.0,7.0,32.0,13.0,2.0,1.0,6.20455776256869,585.0,2306.0,2596.0,5038.0,3386.0,7529.0,0
Trancoso,309.0,1099.7197972222225,11.953476056763286,11.991304347826087,82.10000000000001,0.8923913043478262,0,21,87,1,2022,3,12,1074.5,22.9,1.0,0.0,1.0,1.0,2.0,4.0,0.0,0.0,5.0,5.0,2.0,2.0,11.0,1.0,1.0,0.0,5.733341276897746,236.0,828.0,951.0,1948.0,1276.0,3050.0,3
Alcobaça,1065.0,887.3820916666667,9.645457518115943,12.933695652173911,229.0,2.489130434782609,0,80,80,90,2022,3,12,1130.1,138.0,3.0,3.0,3.0,8.0,9.0,39.0,7.0,12.0,15.0,28.0,13.0,15.0,104.0,12.0,3.0,5.0,6.970730078143525,2121.0,7316.0,8832.0,15118.0,8242.0,14710.0,0
Arruda dos Vinhos,1382.0,1066.9668083333331,11.597465307971015,17.11304347826087,62.900000000000006,0.6836956521739131,0,16,87,31,2022,3,12,1192.3,191.3,0.0,0.0,0.0,2.0,2.0,8.0,2.0,1.0,2.0,5.0,2.0,2.0,13.0,1.0,1.0,0.0,7.231287004327616,690.0,2626.0,2296.0,4615.0,1870.0,2813.0,3
Bombarral,947.0,1042.3686805555556,11.330094353864734,14.353260869565217,69.6,0.7565217391304347,0,22,86,45,2022,3,12,1061.0,148.4,1.0,0.0,1.0,3.0,0.0,8.0,5.0,0.0,3.0,5.0,3.0,3.0,14.0,4.0,2.0,0.0,6.853299093186078,557.0,1812.0,2061.0,3574.0,1864.0,3681.0,3
Cadaval,837.0,1036.8263388888888,11.269851509661835,15.440217391304348,69.5,0.7554347826086957,0,18,85,31,2022,3,12,1104.7,80.4,1.0,0.0,1.0,3.0,1.0,5.0,3.0,0.0,2.0,5.0,2.0,2.0,18.0,4.0,3.0,0.0,6.729824070489475,474.0,1855.0,2005.0,3705.0,1904.0,4125.0,3
Lourinhã,1230.0,1043.614111111111,11.343631642512076,16.668478260869566,84.4,0.917391304347826,2,33,84,66,2022,3,12,1099.0,188.0,0.0,0.0,1.0,1.0,0.0,13.0,3.0,1.0,3.0,11.0,2.0,8.0,30.0,2.0,2.0,0.0,7.114769448366463,1162.0,4012.0,4187.0,7677.0,3698.0,6931.0,3
Nazaré,1782.0,842.0178444444444,9.152367874396136,9.056521739130435,458.0,4.978260869565218,0,87,69,74,2022,3,12,1138.8,186.2,2.0,0.0,2.0,2.0,2.0,7.0,3.0,2.0,5.0,7.0,6.0,2.0,26.0,5.0,2.0,0.0,7.485491608030754,601.0,2056.0,2319.0,4157.0,2188.0,4031.0,3
Óbidos,1604.0,1046.10925,11.370752717391303,14.971739130434784,72.60000000000001,0.7891304347826088,0,29,84,53,2022,3,12,1106.6,90.6,1.0,3.0,1.0,2.0,7.0,20.0,3.0,8.0,12.0,10.0,4.0,3.0,49.0,5.0,1.0,3.0,7.38025578842646,522.0,1667.0,1937.0,3478.0,1848.0,3375.0,0
Peniche,1385.0,1051.5939,11.43036847826087,17.289130434782606,76.89999999999999,0.8358695652173912,5,40,84,75,2022,3,12,1089.4,350.0,0.0,0.0,1.0,1.0,1.0,6.0,1.0,0.0,4.0,5.0,3.0,3.0,22.0,2.0,1.0,2.0,7.233455418621439,1194.0,3867.0,3998.0,7222.0,3745.0,7119.0,3
Sobral de Monte Agraço,980.0,1064.7251888888889,11.573099879227051,16.95108695652174,51.7,0.5619565217391304,0,19,87,17,2022,3,12,1101.1,220.1,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,9.0,6.0,1.0,0.0,6.887552571664617,513.0,1848.0,1857.0,3504.0,1434.0,2312.0,3
Torres Vedras,1452.0,1037.2299611111112,11.274238707729468,15.68913043478261,61.5,0.6684782608695652,0,28,83,64,2022,3,12,1146.9,211.5,1.0,0.0,1.0,5.0,4.0,36.0,5.0,1.0,7.0,34.0,6.0,12.0,78.0,9.0,4.0,0.0,7.280697195384741,3684.0,12279.0,14147.0,24799.0,11609.0,19584.0,0
Abrantes,549.0,1076.0894555555556,11.696624516908212,13.43695652173913,113.9,1.2380434782608696,0,17,87,5,2022,3,12,1204.7,47.4,1.0,0.0,1.0,5.0,2.0,10.0,7.0,0.0,19.0,22.0,10.0,6.0,47.0,12.0,10.0,1.0,6.3080984415095305,1015.0,4016.0,4225.0,8512.0,5389.0,10701.0,0
Constância,674.0,1098.1382694444444,11.936285537439613,12.258695652173913,93.8,1.0195652173913043,0,39,91,10,2022,3,12,1291.3,48.2,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,9.0,5.0,3.0,1.0,7.0,2.0,3.0,0.0,6.513230110912307,145.0,562.0,536.0,1113.0,553.0,968.0,3
Entroncamento,785.0,1088.7620444444444,11.83437004830918,12.423913043478262,81.69999999999999,0.8880434782608695,0,12,87,8,2022,3,12,1274.5,1554.7,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,12.0,1.0,0.0,1.0,6.665683717782408,912.0,3323.0,3436.0,6108.0,3086.0,4481.0,3
Ferreira do Zêzere,702.0,1089.703186111111,11.844599849033816,13.492391304347825,131.8,1.432608695652174,0,20,87,5,2022,3,12,1070.0,41.5,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,0.0,6.553933404025811,252.0,961.0,1095.0,1908.0,1149.0,2532.0,3
Mação,235.0,1087.8282,11.82421956521739,11.891304347826088,107.0,1.1630434782608696,0,18,87,5,2022,3,12,995.0,16.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,6.0,3.0,1.0,2.0,5.0,4.0,2.0,0.0,5.459585514144159,140.0,546.0,774.0,1285.0,1002.0,2641.0,3
Sardoal,429.0,1090.49875,11.853247282608695,12.332608695652173,115.4,1.2543478260869565,0,16,87,3,2022,3,12,907.0,38.8,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,6.061456918928017,93.0,372.0,513.0,908.0,566.0,1119.0,3
Tomar,814.0,1076.739936111111,11.703694957729468,16.17717391304348,126.9,1.3793478260869565,0,16,87,9,2022,3,12,1113.5,103.8,1.0,0.0,1.0,3.0,3.0,9.0,3.0,2.0,13.0,12.0,5.0,3.0,49.0,12.0,5.0,1.0,6.70196036600254,1144.0,4352.0,5134.0,8778.0,5712.0,11337.0,3
Torres Novas,709.0,1089.6280583333332,11.843783242753622,12.170652173913044,82.3,0.8945652173913043,0,12,87,10,2022,3,12,1227.9,127.4,1.0,0.0,3.0,4.0,4.0,28.0,4.0,1.0,19.0,14.0,4.0,3.0,47.0,9.0,4.0,2.0,6.563855526532128,1206.0,4616.0,4681.0,9031.0,5029.0,9837.0,0
Vila Nova da Barquinha,775.0,1088.7620444444444,11.83437004830918,12.423913043478262,81.69999999999999,0.8880434782608695,0,12,87,4,2022,3,12,1014.4,151.4,1.0,0.0,0.0,3.0,2.0,6.0,3.0,0.0,8.0,4.0,3.0,2.0,9.0,4.0,3.0,0.0,6.652863029353347,297.0,1035.0,1144.0,1968.0,1047.0,2010.0,3
Almeirim,818.0,996.1757722222222,10.82799752415459,9.977173913043478,173.8,1.8891304347826088,0,61,92,4,2022,3,12,1120.3,101.7,1.0,3.0,2.0,3.0,3.0,13.0,5.0,2.0,7.0,10.0,6.0,5.0,28.0,2.0,6.0,1.0,6.706862336602747,857.0,3312.0,3296.0,6347.0,3026.0,5752.0,0
Alpiarça,591.0,1082.3248277777775,11.764400301932367,10.170652173913044,90.1,0.9793478260869566,0,14,87,7,2022,3,12,1105.4,75.6,0.0,0.0,0.0,2.0,0.0,5.0,3.0,1.0,2.0,5.0,2.0,2.0,13.0,0.0,2.0,0.0,6.3818160174060985,256.0,1038.0,1031.0,1863.0,978.0,2047.0,3
Azambuja,1055.0,1069.0574416666666,11.620189583333332,14.717391304347826,49.0,0.532608695652174,0,13,88,18,2022,3,12,1134.8,85.1,0.0,0.0,1.0,4.0,2.0,13.0,5.0,3.0,2.0,14.0,8.0,6.0,44.0,5.0,2.0,0.0,6.961296045910167,898.0,3168.0,3555.0,6588.0,2944.0,5210.0,3
Benavente,1117.0,1111.599752777778,12.082606008454109,11.36195652173913,29.1,0.3163043478260869,0,14,89,1,2022,3,12,1278.6,60.6,1.0,0.0,0.0,4.0,0.0,14.0,3.0,2.0,4.0,8.0,5.0,2.0,29.0,3.0,2.0,0.0,7.018401799069201,1448.0,5127.0,5328.0,9330.0,4102.0,6260.0,3
Cartaxo,890.0,1068.3143305555554,11.612112288647342,13.52608695652174,74.1,0.8054347826086956,0,13,86,16,2022,3,12,1170.3,151.7,0.0,0.0,0.0,2.0,0.0,12.0,3.0,0.0,3.0,12.0,4.0,5.0,30.0,6.0,2.0,0.0,6.7912214627261855,946.0,3296.0,3612.0,6800.0,3307.0,6036.0,3
Chamusca,529.0,1090.9039972222222,11.857652143719806,12.046739130434782,87.3,0.9489130434782608,0,12,88,8,2022,3,12,1076.6,11.5,0.0,1.0,2.0,2.0,3.0,12.0,7.0,0.0,13.0,22.0,11.0,5.0,46.0,12.0,7.0,2.0,6.270988431858299,274.0,997.0,1099.0,2188.0,1311.0,2691.0,0
Coruche,830.0,1056.3511,11.482077173913044,11.115217391304348,129.3,1.4054347826086957,0,12,86,5,2022,3,12,1111.6,15.6,0.0,0.0,1.0,3.0,0.0,20.0,1.0,0.0,9.0,8.0,8.0,5.0,33.0,1.0,0.0,1.0,6.721425700790643,584.0,2081.0,2151.0,4154.0,2652.0,5751.0,3
