municipality,quarter_year,total_sunshine_h,mean_sunshine_h,windspeed_mean_kmh,total_precipitation_mm,mean_precipitation_mm
Amadora,4Q 2021,733.9016305555556,7.97719163647343,13.23913043478261,175.70000000000002,1.9097826086956524
Amadora,4Q 2022,595.9879166666667,6.478129528985508,12.980434782608697,504.09999999999997,5.479347826086956
Amadora,4Q 2023,647.9134583333333,7.04253759057971,11.545652173913044,246.3,2.6771739130434784
Amadora,4Q 2024,719.7088388888889,7.8229221618357485,11.709782608695651,206.7,2.2467391304347823
Amarante,1Q 2020,642.815613888889,7.063907844932846,10.424175824175824,415.0,4.56043956043956
Amarante,1Q 2021,628.6303472222222,6.984781635802469,11.095555555555556,563.5,6.261111111111111
Amarante,1Q 2022,678.7319972222223,7.54146663580247,10.077777777777778,206.8,2.2977777777777777
Amarante,1Q 2023,673.1052944444444,7.478947716049382,10.885555555555555,455.2,5.057777777777778
Amarante,1Q 2024,581.9733722222222,6.395311782661783,11.338461538461537,792.7,8.710989010989012
Amarante,1Q 2025,598.74295,6.652699444444444,10.37111111111111,661.5,7.35
Amarante,2Q 2020,936.9796138888889,10.296479273504273,8.997802197802198,298.3,3.2780219780219784
Amarante,2Q 2021,1016.1392277777778,11.166365140415142,9.172527472527474,328.9,3.614285714285714
Amarante,2Q 2022,979.0078083333333,10.758327564102563,9.705494505494507,285.3,3.135164835164835
Amarante,2Q 2023,997.8326166666667,10.96519358974359,8.996703296703297,244.2,2.6835164835164833
Amarante,2Q 2024,967.3260055555555,10.629956105006105,9.97912087912088,275.4,3.0263736263736263
Amarante,3Q 2020,1074.3716555555557,11.67795277777778,9.003260869565219,91.2,0.991304347826087
Amarante,3Q 2021,1035.9707222222223,11.260551328502416,8.414130434782608,131.0,1.423913043478261
Amarante,3Q 2022,1070.6281527777778,11.637262530193237,8.673913043478262,184.0,2.0
Amarante,3Q 2023,1053.3769666666667,11.44974963768116,8.47391304347826,181.0,1.9673913043478262
Amarante,3Q 2024,1035.0201277777778,11.250218780193237,8.485869565217392,136.1,1.4793478260869564
Amarante,4Q 2019,509.9383027777778,5.542807638888889,11.69891304347826,1033.2,11.230434782608697
Amarante,4Q 2020,565.9379055555555,6.151498973429951,10.727173913043478,565.2,6.143478260869566
Amarante,4Q 2021,643.4162972222223,6.993655404589373,10.28695652173913,387.3,4.209782608695653
Amarante,4Q 2022,483.2486916666667,5.2527031702898554,11.423913043478262,1071.6,11.64782608695652
Amarante,4Q 2023,518.166575,5.6322453804347825,11.060869565217391,967.3,10.514130434782608
Amarante,4Q 2024,600.0180166666667,6.521934963768116,9.714130434782609,458.4,4.982608695652174
Amares,1Q 2020,619.0206944444444,6.802425213675213,8.54945054945055,549.2,6.035164835164836
Amares,1Q 2021,607.1627166666667,6.7462524074074075,9.214444444444444,717.4,7.971111111111111
Amares,1Q 2022,665.2570027777778,7.391744475308641,8.003333333333332,278.6,3.095555555555556
Amares,1Q 2023,647.8238777777777,7.198043086419752,8.883333333333333,576.4,6.404444444444445
Amares,1Q 2024,538.6961805555555,5.919738247863248,9.14065934065934,929.0,10.208791208791208
Amares,1Q 2025,572.2263305555556,6.358070339506173,9.095555555555556,794.8,8.831111111111111
Amares,2Q 2020,914.6927611111112,10.051568803418805,8.03956043956044,380.0,4.175824175824176
Amares,2Q 2021,1013.3926694444444,11.13618318070818,8.053846153846154,428.1,4.704395604395605
Amares,2Q 2022,944.1555055555556,10.375335225885227,8.254945054945056,333.0,3.659340659340659
Amares,2Q 2023,997.8092972222222,10.964937332112331,7.57912087912088,319.4,3.50989010989011
Amares,2Q 2024,952.5320194444445,10.46738482905983,8.850549450549451,414.90000000000003,4.55934065934066
Amares,3Q 2020,1069.3517416666666,11.62338849637681,7.653260869565218,128.0,1.391304347826087
Amares,3Q 2021,1033.6731222222222,11.235577415458938,7.192391304347827,175.8,1.9108695652173915
Amares,3Q 2022,1062.3442027777778,11.547219595410628,7.4576086956521745,190.3,2.0684782608695653
Amares,3Q 2023,1049.943638888889,11.412430857487923,7.4750000000000005,190.20000000000002,2.0673913043478263
Amares,3Q 2024,1039.784138888889,11.302001509661837,7.759782608695652,188.5,2.0489130434782608
Amares,4Q 2019,493.43994166666664,5.363477626811594,9.36195652173913,1263.4,13.732608695652175
Amares,4Q 2020,523.9198,5.694780434782609,8.919565217391305,763.7,8.30108695652174
Amares,4Q 2021,629.512275,6.84252472826087,8.302173913043477,463.2,5.034782608695652
Amares,4Q 2022,435.646775,4.735291032608695,10.196739130434782,1491.3,16.20978260869565
Amares,4Q 2023,500.9804888888889,5.445440096618357,8.904347826086957,1196.5,13.005434782608695
Amares,4Q 2024,583.5984861111111,6.343461805555556,8.345652173913043,527.0,5.728260869565218
Anadia,1Q 2020,666.2863916666666,7.32182847985348,11.197802197802197,246.4,2.707692307692308
Anadia,1Q 2021,668.4058,7.426731111111111,11.842222222222222,380.0,4.222222222222222
Anadia,1Q 2022,713.5501416666666,7.9283349074074065,11.13,141.0,1.5666666666666667
Anadia,1Q 2023,709.9233166666667,7.888036851851852,11.425555555555555,294.6,3.2733333333333334
Anadia,1Q 2024,631.4697888888888,6.939228449328449,11.972527472527473,623.1,6.847252747252748
Anadia,1Q 2025,620.8185527777778,6.897983919753086,11.88,591.4,6.571111111111111
Anadia,2Q 2020,994.1299388888889,10.924504822954823,10.741758241758241,293.7,3.2274725274725276
Anadia,2Q 2021,1013.3896944444444,11.136150488400489,10.325274725274726,218.1,2.3967032967032966
Anadia,2Q 2022,1028.2735861111112,11.299709737484738,11.6,210.8,2.3164835164835167
Anadia,2Q 2023,1022.7960083333334,11.239516575091576,10.757142857142856,207.7,2.2824175824175823
Anadia,2Q 2024,1016.8157388888889,11.173799328449329,10.904395604395605,237.9,2.6142857142857143
Anadia,3Q 2020,1070.6658666666667,11.637672463768116,10.541304347826086,60.0,0.6521739130434783
Anadia,3Q 2021,1033.4701916666666,11.233371648550724,10.535869565217391,123.60000000000001,1.3434782608695652
Anadia,3Q 2022,1050.6360972222221,11.419957578502414,10.279347826086957,171.9,1.8684782608695654
Anadia,3Q 2023,1054.0686083333333,11.457267481884058,11.208695652173914,132.2,1.4369565217391302
Anadia,3Q 2024,1018.7925,11.07383152173913,10.745652173913044,71.60000000000001,0.7782608695652175
Anadia,4Q 2019,575.2530888888889,6.252750966183575,12.601086956521739,651.2,7.078260869565218
Anadia,4Q 2020,642.0611555555555,6.978925603864734,11.777173913043478,408.6,4.441304347826088
Anadia,4Q 2021,671.9043166666667,7.303307789855072,11.201086956521738,356.3,3.872826086956522
Anadia,4Q 2022,521.2088138888889,5.665313194444445,12.459782608695651,745.1,8.09891304347826
Anadia,4Q 2023,570.2764166666667,6.1986567028985515,10.815217391304348,530.3,5.764130434782608
Anadia,4Q 2024,651.6885944444444,7.0835716787439615,10.976086956521739,329.9,3.585869565217391
Angra do Heroísmo,1Q 2020,692.0797916666667,7.605272435897436,15.584615384615384,335.0,3.681318681318681
Angra do Heroísmo,1Q 2021,630.9077361111111,7.010085956790124,19.843333333333334,553.2,6.146666666666667
Angra do Heroísmo,1Q 2022,629.2153583333334,6.99128175925926,14.483333333333333,398.4,4.426666666666667
Angra do Heroísmo,1Q 2023,677.2018166666667,7.524464629629629,18.38111111111111,478.3,5.314444444444445
Angra do Heroísmo,1Q 2024,610.9692888888889,6.71394822954823,16.181318681318682,502.0,5.516483516483516
Angra do Heroísmo,1Q 2025,627.0210666666667,6.966900740740741,18.43,656.4,7.293333333333333
Angra do Heroísmo,2Q 2020,955.5108166666666,10.500118864468865,14.736263736263735,364.3,4.003296703296703
Angra do Heroísmo,2Q 2021,962.4425722222222,10.576292002442003,13.337362637362638,458.3,5.036263736263736
Angra do Heroísmo,2Q 2022,873.2299777777778,9.595933821733821,14.799999999999999,474.5,5.214285714285714
Angra do Heroísmo,2Q 2023,954.7160444444445,10.491385103785104,14.702197802197803,456.1,5.012087912087912
Angra do Heroísmo,2Q 2024,930.6962333333333,10.227431135531136,11.625274725274727,588.9,6.4714285714285715
Angra do Heroísmo,3Q 2020,1062.101563888889,11.544582216183574,10.506521739130434,205.9,2.23804347826087
Angra do Heroísmo,3Q 2021,1037.2734444444445,11.274711352657006,12.32391304347826,290.0,3.152173913043478
Angra do Heroísmo,3Q 2022,1024.7757,11.138866304347825,10.126086956521739,278.3,3.025
Angra do Heroísmo,3Q 2023,999.1773222222222,10.860623067632849,9.518478260869566,334.7,3.6380434782608693
Angra do Heroísmo,3Q 2024,1094.449086111111,11.896185718599032,8.821739130434782,190.9,2.075
Angra do Heroísmo,4Q 2019,660.4050944444444,7.178316243961353,15.954347826086956,520.9,5.66195652173913
Angra do Heroísmo,4Q 2020,721.0817666666667,7.837845289855073,15.873913043478263,285.0,3.097826086956522
Angra do Heroísmo,4Q 2021,590.8871583333333,6.422686503623188,16.245652173913044,704.8,7.660869565217391
Angra do Heroísmo,4Q 2022,629.4466166666666,6.841811050724637,18.17391304347826,514.1,5.58804347826087
Angra do Heroísmo,4Q 2023,579.0211472222222,6.293708121980677,14.664130434782608,667.2,7.252173913043479
Angra do Heroísmo,4Q 2024,669.0831305555555,7.272642723429951,13.609782608695651,474.8,5.160869565217391
Ansião,1Q 2020,665.5719111111111,7.313977045177046,12.271428571428572,222.2,2.4417582417582415
Ansião,1Q 2021,651.3126611111111,7.236807345679012,13.121111111111112,359.6,3.9955555555555557
Ansião,1Q 2022,719.9294277777777,7.99921586419753,12.795555555555554,135.9,1.51
Ansião,1Q 2023,719.7155444444444,7.996839382716049,12.545555555555554,230.79999999999998,2.5644444444444443
Ansião,1Q 2024,623.8993138888889,6.856036416361416,14.092307692307694,549.2,6.035164835164836
Ansião,1Q 2025,598.233511111111,6.647039012345679,13.382222222222223,507.1,5.634444444444445
Ansião,2Q 2020,967.5764888888889,10.63270866910867,13.287912087912089,310.8,3.4153846153846157
Ansião,2Q 2021,1002.389975,11.015274450549452,12.96043956043956,226.9,2.4934065934065934
Ansião,2Q 2022,1018.6307805555556,11.193744841269842,14.115384615384615,142.3,1.563736263736264
Ansião,2Q 2023,1027.615213888889,11.29247487789988,12.983516483516484,169.6,1.8637362637362638
Ansião,2Q 2024,984.9727333333333,10.82387619047619,13.225274725274724,275.8,3.030769230769231
Ansião,3Q 2020,1087.1772833333334,11.817144384057972,13.544565217391304,80.0,0.8695652173913043
Ansião,3Q 2021,1065.213386111111,11.578406370772946,14.450000000000001,75.60000000000001,0.8217391304347827
Ansião,3Q 2022,1074.0493833333333,11.674449818840579,13.230434782608697,125.5,1.3641304347826086
Ansião,3Q 2023,1060.3138638888888,11.525150694444443,15.116304347826087,92.0,1.0
Ansião,3Q 2024,1046.7288416666668,11.377487409420292,14.705434782608696,49.4,0.5369565217391304
Ansião,4Q 2019,594.0047388888889,6.456573248792271,14.554347826086957,550.3,5.981521739130434
Ansião,4Q 2020,652.4531944444444,7.0918825483091785,13.389130434782608,405.7,4.409782608695652
Ansião,4Q 2021,682.0434638888889,7.413515911835749,13.319565217391306,247.8,2.6934782608695653
Ansião,4Q 2022,530.9837638888889,5.7715626509661835,13.72391304347826,653.5,7.103260869565218
Ansião,4Q 2023,594.2495583333333,6.459234329710145,12.02282608695652,422.7,4.594565217391304
Ansião,4Q 2024,660.5011277777778,7.179360084541063,13.76304347826087,290.6,3.1586956521739133
Arcos de Valdevez,1Q 2020,615.3678694444444,6.762284279609279,8.86043956043956,644.3,7.08021978021978
Arcos de Valdevez,1Q 2021,607.2438222222222,6.747153580246914,9.596666666666668,841.7,9.352222222222222
Arcos de Valdevez,1Q 2022,662.7595472222222,7.363994969135802,7.802222222222222,295.1,3.278888888888889
Arcos de Valdevez,1Q 2023,638.7564083333333,7.097293425925925,8.667777777777777,713.8,7.931111111111111
Arcos de Valdevez,1Q 2024,516.985875,5.681163461538461,9.586813186813187,972.9,10.69120879120879
Arcos de Valdevez,1Q 2025,562.854075,6.253934166666666,9.48,889.9,9.887777777777778
Arcos de Valdevez,2Q 2020,918.0638277777778,10.088613492063493,8.445054945054945,437.3,4.805494505494505
Arcos de Valdevez,2Q 2021,1001.4044861111112,11.004444902319904,8.306593406593406,446.6,4.907692307692308
Arcos de Valdevez,2Q 2022,940.8786111111111,10.339325396825396,9.002197802197802,332.3,3.6516483516483516
Arcos de Valdevez,2Q 2023,1005.9924194444444,11.054861752136752,8.026373626373626,315.2,3.4637362637362634
Arcos de Valdevez,2Q 2024,950.8165861111111,10.448533913308912,9.194505494505496,459.7,5.0516483516483515
Arcos de Valdevez,3Q 2020,1072.0356083333334,11.652560960144928,8.184782608695652,158.9,1.7271739130434782
Arcos de Valdevez,3Q 2021,1033.0054972222222,11.228320621980675,7.960869565217391,186.5,2.027173913043478
Arcos de Valdevez,3Q 2022,1064.6612722222221,11.57240513285024,7.914130434782609,204.7,2.225
Arcos de Valdevez,3Q 2023,1033.7225194444445,11.23611434178744,8.982608695652173,231.6,2.517391304347826
Arcos de Valdevez,3Q 2024,1038.6742277777778,11.289937258454106,8.929347826086957,264.6,2.8760869565217395
Arcos de Valdevez,4Q 2019,474.7651638888889,5.1604909118357485,9.792391304347825,1427.5,15.516304347826088
Arcos de Valdevez,4Q 2020,507.1457277777778,5.512453562801932,9.431521739130435,971.3,10.557608695652174
Arcos de Valdevez,4Q 2021,612.7952611111111,6.660818055555556,8.347826086956522,541.1,5.881521739130435
Arcos de Valdevez,4Q 2022,431.47245833333335,4.689918025362319,10.234782608695653,1927.1,20.946739130434782
Arcos de Valdevez,4Q 2023,487.5212138888889,5.2991436292270535,9.177173913043477,1405.1,15.27282608695652
Arcos de Valdevez,4Q 2024,560.1443027777777,6.088525030193236,7.825,609.3,6.622826086956521
Arganil,1Q 2020,676.2477527777778,7.431293986568987,9.956043956043956,268.6,2.951648351648352
Arganil,1Q 2021,659.7712944444445,7.330792160493828,11.264444444444443,469.40000000000003,5.2155555555555555
Arganil,1Q 2022,707.193375,7.857704166666666,10.587777777777777,205.5,2.283333333333333
Arganil,1Q 2023,712.3415361111112,7.914905956790124,10.804444444444444,330.5,3.672222222222222
Arganil,1Q 2024,585.6953861111111,6.436213034188034,11.53956043956044,666.9,7.328571428571428
Arganil,1Q 2025,568.1766722222222,6.313074135802469,10.636666666666667,575.0,6.388888888888889
Arganil,2Q 2020,993.0464083333334,10.912597893772894,10.456043956043956,317.6,3.49010989010989
Arganil,2Q 2021,1016.3647166666667,11.16884304029304,10.01978021978022,269.6,2.9626373626373628
Arganil,2Q 2022,1013.2986666666667,11.135150183150184,10.56043956043956,180.8,1.9868131868131869
Arganil,2Q 2023,1035.634325,11.380596978021979,9.45054945054945,309.8,3.4043956043956047
Arganil,2Q 2024,1032.8062055555556,11.349518742368742,9.471428571428572,301.9,3.3175824175824173
Arganil,3Q 2020,1101.4191888888888,11.971947705314008,9.657608695652174,76.3,0.8293478260869565
Arganil,3Q 2021,1087.1420083333333,11.816760960144927,9.966304347826087,86.0,0.9347826086956522
Arganil,3Q 2022,1087.4206583333332,11.819789764492752,9.690217391304348,93.9,1.0206521739130436
Arganil,3Q 2023,1084.7082972222222,11.790307578502416,9.581521739130435,124.4,1.3521739130434782
Arganil,3Q 2024,1100.4941583333334,11.96189302536232,8.832608695652175,61.2,0.6652173913043479
Arganil,4Q 2019,535.5993805555555,5.821732397342995,12.48804347826087,733.6,7.9739130434782615
Arganil,4Q 2020,618.0686888888889,6.718137922705314,11.805434782608694,517.0,5.619565217391305
Arganil,4Q 2021,651.1812472222222,7.078057035024154,11.589130434782609,318.5,3.4619565217391304
Arganil,4Q 2022,482.997175,5.249969293478261,11.835869565217392,698.6,7.593478260869565
Arganil,4Q 2023,571.2530055555555,6.209271799516908,9.383695652173913,603.1,6.555434782608696
Arganil,4Q 2024,642.0587083333334,6.978899003623189,10.860869565217392,368.2,4.002173913043478
Armamar,1Q 2020,674.6952472222222,7.414233485958485,7.4813186813186805,188.0,2.065934065934066
Armamar,1Q 2021,672.8478583333333,7.476087314814815,8.163333333333334,303.0,3.3666666666666667
Armamar,1Q 2022,688.0565083333333,7.645072314814815,6.817777777777778,106.5,1.1833333333333333
Armamar,1Q 2023,692.6853305555555,7.696503672839506,7.4655555555555555,232.1,2.578888888888889
Armamar,1Q 2024,562.1470194444445,6.177439774114775,8.047252747252747,414.8,4.558241758241758
Armamar,1Q 2025,567.1165777777778,6.301295308641976,6.823333333333333,428.3,4.758888888888889
Armamar,2Q 2020,1041.7915055555557,11.448258302808304,7.774725274725275,182.8,2.0087912087912088
Armamar,2Q 2021,1044.9414472222222,11.482873046398046,7.603296703296703,186.70000000000002,2.051648351648352
Armamar,2Q 2022,1024.342175,11.256507417582418,8.39010989010989,146.6,1.6109890109890108
Armamar,2Q 2023,1052.4967194444444,11.565898015873016,7.516483516483516,159.7,1.754945054945055
Armamar,2Q 2024,1027.46965,11.290875274725275,7.873626373626373,148.0,1.6263736263736264
Armamar,3Q 2020,1111.250325,12.078807880434782,7.626086956521739,57.0,0.6195652173913043
Armamar,3Q 2021,1094.1007638888889,11.892399607487922,7.630434782608695,67.7,0.7358695652173913
Armamar,3Q 2022,1108.3998055555555,12.047823973429951,7.783695652173913,42.6,0.46304347826086956
Armamar,3Q 2023,1083.3680111111112,11.77573925120773,7.6499999999999995,71.2,0.773913043478261
Armamar,3Q 2024,1091.2587916666666,11.861508605072464,7.456521739130435,42.5,0.46195652173913043
Armamar,4Q 2019,560.2297305555555,6.089453592995169,9.270652173913044,467.4,5.0804347826086955
Armamar,4Q 2020,631.6577694444444,6.865845320048309,8.194565217391304,325.09999999999997,3.5336956521739125
Armamar,4Q 2021,643.1193499999999,6.990427717391304,7.145652173913043,185.0,2.010869565217391
Armamar,4Q 2022,485.56929444444444,5.27792711352657,8.298913043478262,483.8,5.258695652173913
Armamar,4Q 2023,513.1703944444445,5.577939070048309,7.2923913043478255,453.9,4.933695652173912
Armamar,4Q 2024,599.4164055555556,6.5153957125603865,5.984782608695652,231.9,2.5206521739130436
Arouca,1Q 2020,674.4761444444445,7.411825763125763,10.342857142857143,398.1,4.374725274725275
Arouca,1Q 2021,644.6486666666667,7.162762962962963,11.027777777777779,605.1,6.723333333333334
Arouca,1Q 2022,706.5681694444445,7.850757438271605,9.455555555555556,209.6,2.328888888888889
Arouca,1Q 2023,688.847225,7.653858055555555,10.325555555555555,436.7,4.852222222222222
Arouca,1Q 2024,589.029975,6.472856868131869,11.847252747252746,787.1,8.649450549450549
Arouca,1Q 2025,589.2984277777778,6.547760308641975,11.13111111111111,654.5,7.272222222222222
Arouca,2Q 2020,998.9718805555556,10.977712973137974,8.892307692307693,307.6,3.3802197802197806
Arouca,2Q 2021,1021.5589527777778,11.225922557997558,8.647252747252747,335.5,3.6868131868131866
Arouca,2Q 2022,1022.4145555555556,11.235324786324787,9.526373626373626,276.8,3.041758241758242
Arouca,2Q 2023,1037.5549527777778,11.401702777777778,8.641758241758241,250.9,2.757142857142857
Arouca,2Q 2024,990.2490416666667,10.881857600732602,9.484615384615385,328.1,3.6054945054945056
Arouca,3Q 2020,1090.7547,11.856029347826086,8.154347826086957,80.3,0.8728260869565218
Arouca,3Q 2021,1058.5210472222223,11.505663556763285,7.7945652173913045,121.8,1.3239130434782609
Arouca,3Q 2022,1085.2595777777778,11.796299758454108,8.107608695652173,114.9,1.248913043478261
Arouca,3Q 2023,1067.6642083333334,11.605045742753623,8.189130434782609,139.9,1.5206521739130436
Arouca,3Q 2024,1069.4088222222222,11.624008937198067,7.731521739130434,121.8,1.3239130434782609
Arouca,4Q 2019,524.8756361111111,5.705169957729469,12.285869565217391,1079.3,11.731521739130434
Arouca,4Q 2020,608.1404055555556,6.610221799516909,11.060869565217391,627.9,6.825
Arouca,4Q 2021,664.1773972222222,7.219319535024154,10.289130434782608,407.0,4.423913043478261
Arouca,4Q 2022,505.68113055555557,5.496534027777778,12.680434782608694,1039.4,11.297826086956523
Arouca,4Q 2023,543.5273166666667,5.907905615942029,11.38586956521739,894.2,9.719565217391304
Arouca,4Q 2024,625.6775083333333,6.800842481884058,10.095652173913043,414.1,4.501086956521739
Arraiolos,1Q 2020,687.767975,7.557889835164835,11.453846153846154,123.9,1.3615384615384616
Arraiolos,1Q 2021,670.4190583333333,7.449100648148147,12.477777777777778,230.5,2.561111111111111
Arraiolos,1Q 2022,727.0095888888889,8.077884320987653,11.636666666666667,130.6,1.451111111111111
Arraiolos,1Q 2023,758.7743361111111,8.430825956790123,11.68,103.5,1.15
Arraiolos,1Q 2024,676.0019027777778,7.428592338217339,13.275824175824175,327.9,3.603296703296703
Arraiolos,1Q 2025,632.302925,7.025588055555555,12.88111111111111,386.9,4.2988888888888885
Arraiolos,2Q 2020,1002.3191027777777,11.014495634920635,12.013186813186813,173.7,1.9087912087912087
Arraiolos,2Q 2021,1042.2218472222223,11.452987332112333,12.131868131868131,130.0,1.4285714285714286
Arraiolos,2Q 2022,1038.549875,11.412635989010989,13.5010989010989,81.6,0.8967032967032966
Arraiolos,2Q 2023,1073.7694694444444,11.799664499389499,12.221978021978023,84.0,0.9230769230769231
Arraiolos,2Q 2024,1018.1779805555556,11.188769017094017,11.751648351648353,105.6,1.1604395604395603
Arraiolos,3Q 2020,1109.1813194444444,12.056318689613526,12.041304347826086,45.7,0.4967391304347826
Arraiolos,3Q 2021,1089.8138888888889,11.845803140096619,12.867391304347825,46.9,0.5097826086956522
Arraiolos,3Q 2022,1076.5409027777778,11.701531551932367,11.908695652173913,52.0,0.5652173913043478
Arraiolos,3Q 2023,1078.1563833333332,11.719091123188404,12.422826086956523,63.5,0.6902173913043478
Arraiolos,3Q 2024,1074.9971305555555,11.684751419082124,12.506521739130434,18.0,0.1956521739130435
Arraiolos,4Q 2019,610.7738361111111,6.63884604468599,13.930434782608694,284.9,3.0967391304347824
Arraiolos,4Q 2020,649.7715027777778,7.06273372584541,12.11413043478261,328.8,3.573913043478261
Arraiolos,4Q 2021,723.9465805555556,7.868984571256038,12.31304347826087,144.4,1.5695652173913044
Arraiolos,4Q 2022,592.6884916666667,6.442266213768116,12.428260869565218,303.4,3.2978260869565217
Arraiolos,4Q 2023,638.0576472222223,6.935409208937199,11.14782608695652,259.0,2.8152173913043477
Arraiolos,4Q 2024,711.5189055555555,7.733901147342995,12.258695652173913,156.8,1.7043478260869567
Arronches,1Q 2020,689.1690194444444,7.573285927960928,10.401098901098901,136.9,1.5043956043956044
Arronches,1Q 2021,658.7947944444444,7.319942160493826,11.385555555555555,222.8,2.4755555555555557
Arronches,1Q 2022,741.7758861111112,8.241954290123457,11.198888888888888,142.8,1.586666666666667
Arronches,1Q 2023,760.6572805555555,8.451747561728395,11.314444444444444,89.8,0.9977777777777778
Arronches,1Q 2024,638.0876638888889,7.01195235042735,12.292307692307691,307.3,3.376923076923077
Arronches,1Q 2025,628.5348611111111,6.983720679012346,11.366666666666667,398.2,4.424444444444444
Arronches,2Q 2020,1017.5663388888889,11.18204768009768,10.26923076923077,190.3,2.0912087912087913
Arronches,2Q 2021,1037.674775,11.403019505494505,9.857142857142858,150.4,1.6527472527472529
Arronches,2Q 2022,1042.1732472222222,11.452453266178267,11.276923076923078,78.9,0.8670329670329671
Arronches,2Q 2023,1068.040125,11.73670467032967,10.394505494505495,67.6,0.7428571428571428
Arronches,2Q 2024,1054.6895972222221,11.589995573870572,11.08021978021978,132.8,1.4593406593406595
Arronches,3Q 2020,1120.1188055555556,12.175204408212561,9.985869565217392,37.7,0.4097826086956522
Arronches,3Q 2021,1096.4210722222222,11.917620350241545,10.71304347826087,81.3,0.883695652173913
Arronches,3Q 2022,1092.4602694444445,11.874568146135266,10.257608695652175,45.8,0.4978260869565217
Arronches,3Q 2023,1091.416036111111,11.863217783816424,10.820652173913043,81.5,0.8858695652173914
Arronches,3Q 2024,1105.6851416666666,12.018316757246376,11.242391304347825,11.6,0.12608695652173912
Arronches,4Q 2019,606.4088138888889,6.591400150966183,12.318478260869565,333.7,3.627173913043478
Arronches,4Q 2020,633.8863444444445,6.890068961352657,10.728260869565217,282.2,3.067391304347826
Arronches,4Q 2021,708.2901444444444,7.698805917874396,11.171739130434782,166.7,1.8119565217391302
Arronches,4Q 2022,568.8212694444444,6.1828398852657,10.43695652173913,415.5,4.516304347826087
Arronches,4Q 2023,614.3626944444444,6.677855374396135,10.440217391304348,316.9,3.444565217391304
Arronches,4Q 2024,672.6894666666667,7.311842028985508,11.456521739130435,198.5,2.157608695652174
Arruda dos Vinhos,1Q 2020,742.3045027777778,8.157192338217339,13.824175824175825,104.0,1.1428571428571428
Arruda dos Vinhos,1Q 2021,699.1250166666666,7.76805574074074,14.985555555555557,233.1,2.59
Arruda dos Vinhos,1Q 2022,736.1864916666667,8.179849907407409,13.664444444444444,154.5,1.7166666666666666
Arruda dos Vinhos,1Q 2023,763.3286777777778,8.48142975308642,13.395555555555555,133.2,1.48
Arruda dos Vinhos,1Q 2024,708.2051027777778,7.782473656898658,15.045054945054945,346.8,3.810989010989011
Arruda dos Vinhos,1Q 2025,644.3144972222223,7.159049969135803,13.584444444444443,473.3,5.258888888888889
Arruda dos Vinhos,2Q 2020,1049.2839888888889,11.530593284493284,15.843956043956043,208.9,2.295604395604396
Arruda dos Vinhos,2Q 2021,1072.1008833333333,11.781328388278387,16.4989010989011,166.4,1.8285714285714287
Arruda dos Vinhos,2Q 2022,1062.713836111111,11.678174023199022,17.626373626373628,74.10000000000001,0.8142857142857144
Arruda dos Vinhos,2Q 2023,1085.6479583333332,11.930197344322343,16.917582417582416,82.9,0.9109890109890111
Arruda dos Vinhos,2Q 2024,1031.6433972222221,11.336740628815628,16.546153846153846,98.9,1.086813186813187
Arruda dos Vinhos,3Q 2020,1076.9493472222223,11.705971165458937,17.96630434782609,49.7,0.5402173913043479
Arruda dos Vinhos,3Q 2021,1089.026986111111,11.837249849033816,18.48804347826087,47.6,0.5173913043478261
Arruda dos Vinhos,3Q 2022,1066.9668083333333,11.597465307971015,17.11304347826087,62.900000000000006,0.6836956521739131
Arruda dos Vinhos,3Q 2023,1073.874975,11.672554076086955,18.395652173913046,55.1,0.5989130434782609
Arruda dos Vinhos,3Q 2024,1053.5856416666668,11.4520178442029,19.4,29.4,0.31956521739130433
Arruda dos Vinhos,4Q 2019,663.3506138888889,7.210332759661836,16.82282608695652,286.3,3.1119565217391307
Arruda dos Vinhos,4Q 2020,680.9170083333333,7.401271829710145,14.440217391304348,253.0,2.75
Arruda dos Vinhos,4Q 2021,742.5406138888889,8.071093629227052,14.682608695652174,142.7,1.5510869565217391
Arruda dos Vinhos,4Q 2022,602.3210138888888,6.546967542270531,14.56086956521739,360.0,3.9130434782608696
Arruda dos Vinhos,4Q 2023,652.1002638888889,7.088046346618357,12.790217391304349,241.1,2.6206521739130433
Arruda dos Vinhos,4Q 2024,711.6755972222222,7.73560431763285,12.970652173913043,190.4,2.0695652173913044
Aveiro,1Q 2020,694.7623111111111,7.634750671550671,12.799999999999999,234.2,2.5736263736263734
Aveiro,1Q 2021,678.4212666666667,7.538014074074074,13.444444444444445,342.1,3.8011111111111116
Aveiro,1Q 2022,720.7607944444444,8.008453271604937,11.78888888888889,170.5,1.8944444444444444
Aveiro,1Q 2023,725.64195,8.062688333333332,12.898888888888889,273.0,3.033333333333333
Aveiro,1Q 2024,649.753275,7.14014587912088,14.617582417582419,591.3,6.497802197802197
Aveiro,1Q 2025,628.3209583333334,6.981343981481482,13.076666666666668,674.8,7.497777777777777
Aveiro,2Q 2020,1032.2135333333333,11.34300586080586,13.40989010989011,258.4,2.8395604395604392
Aveiro,2Q 2021,1058.9069555555554,11.63634017094017,13.431868131868132,204.6,2.2483516483516484
Aveiro,2Q 2022,1056.350025,11.608242032967032,14.840659340659341,204.8,2.2505494505494505
Aveiro,2Q 2023,1059.420886111111,11.641987759462758,13.843956043956043,193.0,2.120879120879121
